registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,12-Mar-2026,CKG,07:48PM CST,SHA,10:21PM CST,Completed
B-919A,12-Mar-2026,SHA,03:27PM CST,CKG,06:12PM CST,Completed
B-919A,12-Mar-2026,HKG,11:57AM HKT,SHA,02:12PM CST,Completed
B-919A,12-Mar-2026,SHA,07:49AM CST,HKG,10:32AM HKT,Completed
B-919C,12-Mar-2026,XMN,07:30PM CST,TFU,10:23PM CST,Completed
B-919C,12-Mar-2026,TFU,03:44PM CST,XMN,06:26PM CST,Completed
B-919C,12-Mar-2026,XMN,11:38AM CST,TFU,02:37PM CST,Completed
B-919C,12-Mar-2026,SHA,09:02AM CST,XMN,10:46AM CST,Completed
B-919D,12-Mar-2026,PEK,06:50PM CST,SHA,08:54PM CST,Completed
B-919D,12-Mar-2026,SHA,02:53PM CST,PEK,05:15PM CST,Completed
B-919D,12-Mar-2026,XMN,11:54AM CST,SHA,01:53PM CST,Completed
B-919D,12-Mar-2026,TFU,08:01AM CST,XMN,10:48AM CST,Completed
B-919E,12-Mar-2026,XIY,07:18PM CST,SHA,09:39PM CST,Completed
B-919E,12-Mar-2026,SHA,03:20PM CST,XIY,05:53PM CST,Completed
B-919E,12-Mar-2026,ZUH,12:09PM CST,SHA,02:28PM CST,Completed
B-919E,12-Mar-2026,SHA,08:18AM CST,ZUH,10:51AM CST,Completed
B-919F,12-Mar-2026,CAN,09:21PM CST,SHA,11:45PM CST,Completed
B-919F,12-Mar-2026,SHA,05:30PM CST,CAN,07:43PM CST,Completed
B-919F,12-Mar-2026,SHA,09:56AM CST,N/A,10:04AM CST,Completed
B-919F,12-Mar-2026,XIY,06:25AM CST,SHA,08:50AM CST,Completed
B-919G,12-Mar-2026,SHA,08:38PM CST,TFU,11:36PM CST,Completed
B-919G,12-Mar-2026,TFU,04:50PM CST,SHA,07:41PM CST,Completed
B-919G,12-Mar-2026,SHA,12:41PM CST,TFU,03:40PM CST,Completed
B-919G,12-Mar-2026,TFU,08:55AM CST,SHA,11:43AM CST,Completed
B-657S,12-Mar-2026,SHA,10:47PM CST,XIY,01:07AM CST (+1),Completed
B-657S,12-Mar-2026,PEK,06:20PM CST,SHA,08:27PM CST,Completed
B-657S,12-Mar-2026,SHA,02:37PM CST,PEK,05:06PM CST,Completed
B-657S,12-Mar-2026,WUH,11:49AM CST,SHA,01:22PM CST,Completed
B-657S,12-Mar-2026,SHA,08:49AM CST,WUH,10:28AM CST,Completed
B-657T,12-Mar-2026,TFU,07:24PM CST,SHA,10:04PM CST,Completed
B-657T,12-Mar-2026,SHA,02:24PM CST,TFU,05:20PM CST,Completed
B-657T,12-Mar-2026,XMN,10:41AM CST,SHA,12:35PM CST,Completed
B-657T,12-Mar-2026,SHA,07:47AM CST,XMN,09:24AM CST,Completed
B-658U,12-Mar-2026,PKX,07:04PM CST,SHA,09:11PM CST,Completed
B-658U,12-Mar-2026,SHA,03:29PM CST,PKX,05:45PM CST,Completed
B-658U,12-Mar-2026,XIY,11:46AM CST,SHA,02:16PM CST,Completed
B-658U,12-Mar-2026,SHA,08:06AM CST,XIY,10:37AM CST,Completed
B-658V,12-Mar-2026,CKG,09:19PM CST,SHA,11:38PM CST,Completed
B-658V,12-Mar-2026,SHA,05:15PM CST,CKG,08:06PM CST,Completed
B-658V,12-Mar-2026,XIY,12:54PM CST,SHA,03:25PM CST,Completed
B-658V,12-Mar-2026,SHA,09:19AM CST,XIY,11:56AM CST,Completed
B-659Z,12-Mar-2026,SHA,08:31PM CST,XIY,10:56PM CST,Completed
B-659Z,12-Mar-2026,XIY,04:50PM CST,SHA,07:26PM CST,Completed
B-659Z,12-Mar-2026,SHA,12:19PM CST,XIY,02:46PM CST,Completed
B-659Z,12-Mar-2026,XIY,08:55AM CST,SHA,11:25AM CST,Completed
B-65A0,12-Mar-2026,SHA,07:54PM CST,XIY,10:18PM CST,Completed
B-65A0,12-Mar-2026,XIY,04:03PM CST,SHA,06:30PM CST,Completed
B-65A0,12-Mar-2026,PVG,12:16PM CST,XIY,03:07PM CST,Completed
B-65A0,12-Mar-2026,XIY,08:01AM CST,PVG,10:32AM CST,Completed
B-919Y,12-Mar-2026,XIY,07:32PM CST,PEK,09:20PM CST,Completed
B-919Y,12-Mar-2026,PEK,04:15PM CST,XIY,06:14PM CST,Completed
B-919Y,12-Mar-2026,XIY,12:41PM CST,PEK,02:43PM CST,Completed
