registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919C,15-Jan-2026,SHA,04:57PM CST,XIY,07:50PM CST,Completed
B-919C,15-Jan-2026,TFU,12:30PM CST,SHA,03:03PM CST,Completed
B-919C,15-Jan-2026,SHA,07:20AM CST,TFU,11:08AM CST,Completed
B-919D,15-Jan-2026,CKG,07:50PM CST,SHA,10:05PM CST,Completed
B-919D,15-Jan-2026,SHA,03:19PM CST,CKG,06:22PM CST,Completed
B-919D,15-Jan-2026,TYN,12:05PM CST,SHA,02:20PM CST,Completed
B-919D,15-Jan-2026,SHA,08:45AM CST,TYN,11:23AM CST,Completed
B-919E,15-Jan-2026,PKX,07:11PM CST,SHA,09:12PM CST,Completed
B-919E,15-Jan-2026,XIY,03:46PM CST,PKX,05:45PM CST,Completed
B-919E,15-Jan-2026,XIY,06:54AM CST,CAN,09:59AM CST,Completed
B-919F,15-Jan-2026,TFU,04:50PM CST,SHA,07:12PM CST,Completed
B-919F,15-Jan-2026,SHA,12:14PM CST,TFU,03:36PM CST,Completed
B-919F,15-Jan-2026,TFU,08:48AM CST,SHA,11:13AM CST,Completed
B-919G,15-Jan-2026,PEK,06:23PM CST,SHA,08:41PM CST,Completed
B-919G,15-Jan-2026,SHA,03:08PM CST,PEK,05:22PM CST,Completed
B-919G,15-Jan-2026,WUH,12:43PM CST,SHA,02:11PM CST,Completed
B-919G,15-Jan-2026,SHA,09:07AM CST,WUH,11:18AM CST,Completed
B-919H,15-Jan-2026,TFU,08:18PM CST,SHA,10:43PM CST,Completed
B-919H,15-Jan-2026,SHA,03:27PM CST,TFU,06:55PM CST,Completed
B-919H,15-Jan-2026,HKG,11:57AM HKT,SHA,02:11PM CST,Completed
B-919H,15-Jan-2026,SHA,07:50AM CST,HKG,10:31AM HKT,Completed
B-657S,15-Jan-2026,TFU,07:22PM CST,SHA,09:55PM CST,Completed
B-657S,15-Jan-2026,SHA,02:27PM CST,TFU,05:56PM CST,Completed
B-657S,15-Jan-2026,XMN,10:48AM CST,SHA,12:37PM CST,Completed
B-657S,15-Jan-2026,SHA,07:42AM CST,XMN,09:47AM CST,Completed
B-657T,15-Jan-2026,CAN,09:25PM CST,SHA,11:27PM CST,Completed
B-657T,15-Jan-2026,SHA,05:29PM CST,CAN,08:11PM CST,Completed
B-658U,15-Jan-2026,XMN,07:33PM CST,TFU,10:47PM CST,Completed
B-658U,15-Jan-2026,TFU,03:55PM CST,XMN,06:21PM CST,Completed
B-658U,15-Jan-2026,XMN,11:48AM CST,TFU,02:48PM CST,Completed
B-658U,15-Jan-2026,TFU,08:07AM CST,XMN,10:44AM CST,Completed
B-659Z,15-Jan-2026,SHA,07:50PM CST,XIY,10:37PM CST,Completed
