registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,17-Feb-2026,XIY,08:57PM CST,SHA,11:14PM CST,Completed
B-919A,17-Feb-2026,SHA,05:21PM CST,XIY,08:11PM CST,Completed
B-919A,17-Feb-2026,CKG,01:57PM CST,SHA,04:23PM CST,Completed
B-919A,17-Feb-2026,SHA,09:37AM CST,CKG,01:09PM CST,Completed
B-919C,17-Feb-2026,PEK,06:19PM CST,SHA,08:34PM CST,Completed
B-919C,17-Feb-2026,SHA,02:40PM CST,PEK,04:57PM CST,Completed
B-919C,17-Feb-2026,WUH,12:04PM CST,SHA,01:42PM CST,Completed
B-919C,17-Feb-2026,SHA,09:17AM CST,WUH,11:16AM CST,Completed
B-919D,17-Feb-2026,SHA,08:21PM CST,TFU,11:39PM CST,Completed
B-919D,17-Feb-2026,TFU,04:56PM CST,SHA,07:18PM CST,Completed
B-919D,17-Feb-2026,SHA,12:16PM CST,TFU,04:03PM CST,Completed
B-919D,17-Feb-2026,TFU,08:58AM CST,SHA,11:17AM CST,Completed
B-919E,17-Feb-2026,PKX,07:50PM CST,XIY,09:40PM CST,Completed
B-919E,17-Feb-2026,XIY,04:01PM CST,PKX,06:05PM CST,Completed
B-919E,17-Feb-2026,CAN,10:53AM CST,XIY,01:49PM CST,Completed
B-919E,17-Feb-2026,XIY,06:57AM CST,CAN,09:51AM CST,Completed
B-919F,17-Feb-2026,ZUH,08:17PM CST,SHA,10:30PM CST,Completed
B-919F,17-Feb-2026,SHA,04:43PM CST,ZUH,07:26PM CST,Completed
B-919F,17-Feb-2026,XIY,12:58PM CST,SHA,03:17PM CST,Completed
B-919F,17-Feb-2026,SHA,09:15AM CST,XIY,11:59AM CST,Completed
B-919H,17-Feb-2026,TFU,07:25PM CST,SHA,09:50PM CST,Completed
B-919H,17-Feb-2026,SHA,02:21PM CST,TFU,06:04PM CST,Completed
B-919H,17-Feb-2026,XMN,10:43AM CST,SHA,12:33PM CST,Completed
B-919H,17-Feb-2026,SHA,07:53AM CST,XMN,09:45AM CST,Completed
B-657S,17-Feb-2026,CKG,08:00PM CST,SHA,10:08PM CST,Completed
