registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919C,13-Jan-2026,PEK,06:19PM CST,SHA,08:29PM CST,Completed
B-919C,13-Jan-2026,SHA,02:28PM CST,PEK,04:46PM CST,Completed
B-919C,13-Jan-2026,WUH,12:02PM CST,SHA,01:34PM CST,Completed
B-919C,13-Jan-2026,SHA,09:28AM CST,WUH,11:19AM CST,Completed
B-919D,13-Jan-2026,PKX,07:07PM CST,SHA,09:02PM CST,Completed
B-919D,13-Jan-2026,XIY,03:47PM CST,PKX,06:00PM CST,Completed
B-919D,13-Jan-2026,XIY,06:51AM CST,CAN,10:15AM CST,Completed
B-919E,13-Jan-2026,SHA,09:23PM CST,XIY,12:03AM CST (+1),Completed
B-919E,13-Jan-2026,TFU,05:43PM CST,SHA,08:11PM CST,Completed
B-919E,13-Jan-2026,SHA,01:05PM CST,TFU,04:19PM CST,Completed
B-919E,13-Jan-2026,TFU,09:24AM CST,SHA,12:03PM CST,Completed
B-919F,13-Jan-2026,XMN,09:00PM CST,TFU,12:09AM CST (+1),Completed
B-919F,13-Jan-2026,TFU,05:21PM CST,XMN,08:07PM CST,Completed
B-919F,13-Jan-2026,XMN,01:13PM CST,TFU,04:27PM CST,Completed
B-919F,13-Jan-2026,TFU,09:35AM CST,XMN,12:05PM CST,Completed
B-919H,13-Jan-2026,CKG,09:16PM CST,SHA,11:29PM CST,Completed
B-919H,13-Jan-2026,SHA,05:14PM CST,CKG,08:13PM CST,Completed
B-919H,13-Jan-2026,XIY,12:52PM CST,SHA,03:14PM CST,Completed
B-919H,13-Jan-2026,SHA,09:28AM CST,XIY,12:05PM CST,Completed
B-657S,13-Jan-2026,CKG,07:52PM CST,SHA,10:10PM CST,Completed
B-657S,13-Jan-2026,SHA,03:28PM CST,CKG,06:32PM CST,Completed
B-657S,13-Jan-2026,TYN,12:13PM CST,SHA,02:24PM CST,Completed
B-657S,13-Jan-2026,SHA,08:58AM CST,TYN,11:34AM CST,Completed
B-657T,13-Jan-2026,TFU,08:18PM CST,SHA,10:46PM CST,Completed
B-657T,13-Jan-2026,SHA,03:26PM CST,TFU,06:41PM CST,Completed
B-657T,13-Jan-2026,HKG,12:07PM HKT,SHA,02:27PM CST,Completed
B-657T,13-Jan-2026,SHA,07:55AM CST,HKG,10:34AM HKT,Completed
B-658E,13-Jan-2026,CAN,09:37PM CST,SHA,11:51PM CST,Completed
B-658E,13-Jan-2026,SHA,05:26PM CST,CAN,08:07PM CST,Completed
B-658E,13-Jan-2026,CKG,01:46PM CST,SHA,04:04PM CST,Completed
B-658E,13-Jan-2026,SHA,09:36AM CST,CKG,12:42PM CST,Completed
B-658U,13-Jan-2026,PKX,07:51PM CST,XIY,10:02PM CST,Completed
B-658U,13-Jan-2026,SHA,03:20PM CST,PKX,05:36PM CST,Completed
B-658U,13-Jan-2026,XIY,11:53AM CST,SHA,02:13PM CST,Completed
B-658U,13-Jan-2026,SHA,08:12AM CST,XIY,11:02AM CST,Completed
B-659Z,13-Jan-2026,SHA,08:16PM CST,TFU,11:47PM CST,Completed
B-659Z,13-Jan-2026,XIY,04:53PM CST,SHA,07:11PM CST,Completed
B-659Z,13-Jan-2026,SHA,12:15PM CST,XIY,02:53PM CST,Completed
B-659Z,13-Jan-2026,XIY,08:54AM CST,SHA,11:14AM CST,Completed
B-65A0,13-Jan-2026,XIY,08:51PM CST,SHA,11:12PM CST,Completed
B-65A0,13-Jan-2026,SHA,04:55PM CST,XIY,07:33PM CST,Completed
B-65A0,13-Jan-2026,TFU,12:22PM CST,SHA,02:59PM CST,Completed
B-65A0,13-Jan-2026,SHA,07:25AM CST,TFU,10:49AM CST,Completed
B-919Y,13-Jan-2026,CSX,09:31PM CST,PEK,11:40PM CST,Completed
B-919Y,13-Jan-2026,PEK,05:52PM CST,CSX,08:04PM CST,Completed
B-919Y,13-Jan-2026,HKG,12:51PM HKT,PEK,04:08PM CST,Completed
B-919Y,13-Jan-2026,PEK,08:26AM CST,HKG,11:47AM HKT,Completed
B-919Z,13-Jan-2026,CAN,11:50AM CST,PEK,02:45PM CST,Completed
B-919Z,13-Jan-2026,PEK,07:25AM CST,CAN,10:23AM CST,Completed
B-919J,13-Jan-2026,WUH,07:47PM CST,CAN,09:43PM CST,Completed
B-919J,13-Jan-2026,CAN,04:53PM CST,WUH,06:48PM CST,Completed
B-919J,13-Jan-2026,HGH,01:26PM CST,CAN,03:48PM CST,Completed
B-657J,13-Jan-2026,XIY,06:20PM CST,CAN,08:42PM CST,Completed
B-657X,13-Jan-2026,HGH,08:28PM CST,CAN,10:33PM CST,Completed
B-657X,13-Jan-2026,CAN,05:06PM CST,HGH,07:23PM CST,Completed
B-657X,13-Jan-2026,WUH,01:54PM CST,CAN,03:53PM CST,Completed
B-657X,13-Jan-2026,CAN,11:02AM CST,WUH,12:47PM CST,Completed
B-657X,13-Jan-2026,CSX,07:59AM CST,CAN,09:25AM CST,Completed
B-658H,13-Jan-2026,CKG,07:23PM CST,PEK,09:28PM CST,Completed
B-658H,13-Jan-2026,PEK,03:12PM CST,CKG,05:34PM CST,Completed
B-658H,13-Jan-2026,WUH,11:35AM CST,PEK,01:22PM CST,Completed
B-658H,13-Jan-2026,PEK,08:07AM CST,WUH,10:07AM CST,Completed
B-658J,13-Jan-2026,HGH,08:18PM CST,PEK,10:23PM CST,Completed
B-658J,13-Jan-2026,PEK,04:36PM CST,HGH,06:24PM CST,Completed
B-658J,13-Jan-2026,HGH,12:50PM CST,PEK,03:04PM CST,Completed
B-658J,13-Jan-2026,PEK,09:31AM CST,HGH,11:20AM CST,Completed
B-658R,13-Jan-2026,XIY,07:31PM CST,PEK,09:24PM CST,Completed
B-658R,13-Jan-2026,PEK,04:04PM CST,XIY,06:03PM CST,Completed
B-658R,13-Jan-2026,CTU,11:51AM CST,PEK,02:20PM CST,Completed
B-658R,13-Jan-2026,PEK,07:38AM CST,CTU,10:17AM CST,Completed
B-658N,13-Jan-2026,PKX,07:20PM CST,CSX,09:41PM CST,Completed
B-658N,13-Jan-2026,CSX,02:56PM CST,PKX,05:20PM CST,Completed
B-658N,13-Jan-2026,PKX,11:08AM CST,CSX,01:20PM CST,Completed
B-658N,13-Jan-2026,CSX,07:22AM CST,PKX,09:39AM CST,Completed
B-658P,13-Jan-2026,NGB,05:38PM CST,CAN,07:59PM CST,Completed
B-658P,13-Jan-2026,CAN,02:32PM CST,NGB,04:39PM CST,Completed
B-658P,13-Jan-2026,CSX,12:07PM CST,CAN,01:40PM CST,Completed
B-658P,13-Jan-2026,CAN,09:07AM CST,CSX,10:28AM CST,Completed
B-658X,13-Jan-2026,PVG,09:44PM CST,CSX,11:45PM CST,Completed
B-658X,13-Jan-2026,CSX,06:23PM CST,PVG,08:16PM CST,Completed
B-658X,13-Jan-2026,N/A,04:04PM CST,N/A,04:05PM CST,Completed
B-658W,13-Jan-2026,NKG,07:09PM CST,CAN,09:31PM CST,Completed
B-658W,13-Jan-2026,NKG,11:42AM CST,CAN,02:06PM CST,Completed
B-659J,13-Jan-2026,XIY,06:19PM CST,PEK,08:13PM CST,Completed
