registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919C,01-Feb-2026,SHA,08:07PM CST,XIY,10:53PM CST,Completed
B-919C,01-Feb-2026,PVG,12:03PM CST,XIY,02:59PM CST,Completed
B-919C,01-Feb-2026,XIY,07:55AM CST,PVG,10:20AM CST,Completed
B-919D,01-Feb-2026,PKX,07:53PM CST,XIY,09:56PM CST,Completed
B-919D,01-Feb-2026,SHA,03:25PM CST,PKX,05:43PM CST,Completed
B-919D,01-Feb-2026,XIY,12:05PM CST,SHA,02:19PM CST,Completed
B-919D,01-Feb-2026,N/A,08:43AM CST,N/A,08:44AM CST,Completed
B-919F,01-Feb-2026,XIY,08:46PM CST,SHA,10:54PM CST,Completed
B-919F,01-Feb-2026,N/A,05:12PM CST,N/A,05:45PM CST,Completed
B-919F,01-Feb-2026,SHA,07:28AM CST,TFU,10:44AM CST,Completed
B-657T,01-Feb-2026,CKG,09:22PM CST,SHA,11:39PM CST,Completed
B-657T,01-Feb-2026,XIY,01:02PM CST,SHA,03:20PM CST,Completed
B-657T,01-Feb-2026,SHA,09:13AM CST,XIY,12:03PM CST,Completed
B-658E,01-Feb-2026,CKG,07:56PM CST,SHA,10:16PM CST,Completed
B-658E,01-Feb-2026,HKG,11:49AM HKT,SHA,02:04PM CST,Completed
B-658E,01-Feb-2026,SHA,07:53AM CST,HKG,10:39AM HKT,Completed
B-658U,01-Feb-2026,XMN,07:31PM CST,TFU,10:59PM CST,Completed
B-658U,01-Feb-2026,TFU,03:52PM CST,XMN,06:38PM CST,Completed
B-658U,01-Feb-2026,XMN,11:40AM CST,TFU,02:55PM CST,Completed
B-658U,01-Feb-2026,TFU,08:11AM CST,XMN,10:43AM CST,Completed
B-658V,01-Feb-2026,TFU,07:18PM CST,SHA,09:47PM CST,Completed
B-658V,01-Feb-2026,N/A,03:00PM CST,N/A,04:00PM CST,Completed
B-658V,01-Feb-2026,XMN,10:46AM CST,SHA,12:29PM CST,Completed
B-658V,01-Feb-2026,SHA,08:07AM CST,XMN,09:56AM CST,Completed
B-65A0,01-Feb-2026,CAN,09:25PM CST,SHA,11:29PM CST,Completed
B-65A0,01-Feb-2026,SHA,05:28PM CST,CAN,08:09PM CST,Completed
B-65A0,01-Feb-2026,N/A,10:09AM CST,N/A,10:12AM CST,Completed
B-919X,01-Feb-2026,CSX,10:11PM CST,PEK,12:23AM CST (+1),Completed
B-919X,01-Feb-2026,PEK,06:31PM CST,CSX,08:49PM CST,Completed
B-919X,01-Feb-2026,XIY,12:51PM CST,PEK,02:57PM CST,Completed
B-919X,01-Feb-2026,PEK,08:29AM CST,XIY,10:17AM CST,Completed
B-919Y,01-Feb-2026,CSX,08:50PM CST,PEK,11:03PM CST,Completed
B-919Y,01-Feb-2026,PEK,05:20PM CST,CSX,07:36PM CST,Completed
B-919Y,01-Feb-2026,CKG,01:29PM CST,PEK,03:34PM CST,Completed
B-919Y,01-Feb-2026,PEK,09:08AM CST,CKG,11:37AM CST,Completed
B-919Z,01-Feb-2026,CSX,07:24PM CST,PEK,09:48PM CST,Completed
B-919Z,01-Feb-2026,PEK,03:59PM CST,CSX,06:12PM CST,Completed
B-919Z,01-Feb-2026,HGH,11:58AM CST,PEK,02:43PM CST,Completed
B-919Z,01-Feb-2026,PEK,08:42AM CST,HGH,10:27AM CST,Completed
B-657J,01-Feb-2026,NGB,05:48PM CST,CAN,08:13PM CST,Completed
B-657J,01-Feb-2026,CAN,02:38PM CST,NGB,04:37PM CST,Completed
B-657X,01-Feb-2026,NKG,07:13PM CST,CAN,09:54PM CST,Completed
B-657X,01-Feb-2026,CAN,03:42PM CST,NKG,06:13PM CST,Completed
B-657X,01-Feb-2026,NKG,12:11PM CST,CAN,02:44PM CST,Completed
B-657X,01-Feb-2026,CAN,08:51AM CST,NKG,11:08AM CST,Completed
B-658J,01-Feb-2026,XIY,08:45PM CST,PEK,10:47PM CST,Completed
B-658J,01-Feb-2026,PEK,05:10PM CST,XIY,07:09PM CST,Completed
B-658J,01-Feb-2026,HGH,12:53PM CST,PEK,03:22PM CST,Completed
B-658J,01-Feb-2026,PEK,09:45AM CST,HGH,11:34AM CST,Completed
B-658R,01-Feb-2026,WUH,09:24PM CST,PEK,11:13PM CST,Completed
B-658R,01-Feb-2026,PEK,06:10PM CST,WUH,08:01PM CST,Completed
B-658R,01-Feb-2026,HKG,01:03PM HKT,PEK,04:16PM CST,Completed
B-658R,01-Feb-2026,PEK,08:21AM CST,HKG,11:41AM HKT,Completed
B-658N,01-Feb-2026,PKX,07:10PM CST,CSX,09:33PM CST,Completed
B-658N,01-Feb-2026,CSX,02:58PM CST,PKX,05:30PM CST,Completed
