registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,11-Feb-2026,PKX,07:51PM CST,XIY,09:49PM CST,Completed
B-919A,11-Feb-2026,XIY,04:00PM CST,PKX,06:05PM CST,Completed
B-919A,11-Feb-2026,CAN,10:57AM CST,(?),11:47AM CST (?),Completed
B-919A,11-Feb-2026,XIY,06:55AM CST,CAN,09:54AM CST,Completed
B-919C,11-Feb-2026,PEK,06:20PM CST,SHA,08:23PM CST,Completed
B-919C,11-Feb-2026,SHA,03:05PM CST,PEK,05:16PM CST,Completed
B-919C,11-Feb-2026,N/A,01:55PM CST,(?),01:57PM CST (?),Completed
B-919C,11-Feb-2026,WUH,12:16PM CST,SHA,02:10PM CST,Completed
B-919C,11-Feb-2026,SHA,09:32AM CST,WUH,11:27AM CST,Completed
B-919D,11-Feb-2026,N/A,03:33PM CST,N/A,03:37PM CST,Completed
B-919D,11-Feb-2026,ZUH,12:11PM CST,SHA,02:22PM CST,Completed
B-919D,11-Feb-2026,SHA,08:26AM CST,ZUH,11:25AM CST,Completed
B-919E,11-Feb-2026,XMN,07:45PM CST,TFU,11:04PM CST,Completed
B-919E,11-Feb-2026,TFU,04:05PM CST,XMN,06:57PM CST,Completed
B-919E,11-Feb-2026,XMN,11:54AM CST,TFU,03:06PM CST,Completed
B-919E,11-Feb-2026,TFU,08:17AM CST,XMN,11:04AM CST,Completed
B-919F,11-Feb-2026,XMN,06:14PM CST,SHA,07:54PM CST,Completed
B-919F,11-Feb-2026,SHA,02:52PM CST,XMN,04:36PM CST,Completed
B-919F,11-Feb-2026,XMN,12:00PM CST,SHA,01:44PM CST,Completed
B-919F,11-Feb-2026,SHA,09:15AM CST,XMN,11:09AM CST,Completed
B-919H,11-Feb-2026,PKX,07:08PM CST,SHA,09:07PM CST,Completed
B-919H,11-Feb-2026,SHA,03:41PM CST,PKX,06:01PM CST,Completed
B-919H,11-Feb-2026,XIY,11:54AM CST,SHA,02:22PM CST,Completed
B-919H,11-Feb-2026,SHA,08:15AM CST,XIY,10:43AM CST,Completed
B-657S,11-Feb-2026,ZUH,08:23PM CST,SHA,10:31PM CST,Completed
B-657S,11-Feb-2026,SHA,04:42PM CST,ZUH,07:24PM CST,Completed
B-657S,11-Feb-2026,XIY,12:48PM CST,SHA,03:19PM CST,Completed
B-657S,11-Feb-2026,SHA,09:15AM CST,XIY,11:47AM CST,Completed
B-658E,11-Feb-2026,N/A,09:55PM CST,(?),09:56PM CST (?),Completed
B-658E,11-Feb-2026,SHA,03:28PM CST,CKG,06:22PM CST,Completed
B-658E,11-Feb-2026,TYN,12:05PM CST,SHA,02:30PM CST,Completed
B-658E,11-Feb-2026,SHA,09:08AM CST,TYN,11:17AM CST,Completed
B-658U,11-Feb-2026,TFU,05:00PM CST,SHA,07:34PM CST,Completed
B-658U,11-Feb-2026,SHA,12:33PM CST,TFU,04:05PM CST,Completed
B-658U,11-Feb-2026,TFU,09:05AM CST,SHA,11:34AM CST,Completed
B-658V,11-Feb-2026,SHA,02:23PM CST,TFU,06:06PM CST,Completed
B-658V,11-Feb-2026,XMN,11:08AM CST,SHA,12:33PM CST,Completed
B-658V,11-Feb-2026,SHA,07:57AM CST,XMN,09:58AM CST,Completed
B-659Z,11-Feb-2026,SHA,05:11PM CST,XIY,07:46PM CST,Completed
B-659Z,11-Feb-2026,CKG,01:47PM CST,SHA,04:06PM CST,Completed
B-659Z,11-Feb-2026,SHA,09:45AM CST,CKG,12:41PM CST,Completed
B-65A0,11-Feb-2026,SHA,08:01PM CST,XIY,10:36PM CST,Completed
B-65A0,11-Feb-2026,XIY,03:51PM CST,SHA,06:15PM CST,Completed
B-65A0,11-Feb-2026,PVG,12:05PM CST,XIY,02:56PM CST,Completed
B-65A0,11-Feb-2026,XIY,08:04AM CST,PVG,10:32AM CST,Completed
B-919X,11-Feb-2026,HGH,07:58PM CST,PEK,10:14PM CST,Completed
B-919X,11-Feb-2026,PEK,04:44PM CST,HGH,06:34PM CST,Completed
B-919X,11-Feb-2026,CSX,12:37PM CST,PEK,02:38PM CST,Completed
B-919X,11-Feb-2026,PEK,09:08AM CST,CSX,11:20AM CST,Completed
B-919Y,11-Feb-2026,CKG,07:57PM CST,PEK,10:08PM CST,Completed
B-919Y,11-Feb-2026,PEK,04:06PM CST,CKG,06:32PM CST,Completed
B-919Y,11-Feb-2026,WUH,12:54PM CST,PEK,02:43PM CST,Completed
B-919Y,11-Feb-2026,PEK,09:33AM CST,WUH,11:27AM CST,Completed
B-919Z,11-Feb-2026,WUH,09:25PM CST,PEK,11:18PM CST,Completed
B-919Z,11-Feb-2026,PEK,06:08PM CST,WUH,07:59PM CST,Completed
B-919Z,11-Feb-2026,CKG,01:26PM CST,PEK,03:41PM CST,Completed
B-919Z,11-Feb-2026,PEK,09:46AM CST,CKG,12:16PM CST,Completed
B-919J,11-Feb-2026,PVG,09:54PM CST,CSX,11:55PM CST,Completed
B-919J,11-Feb-2026,CSX,12:04PM CST,CAN,01:57PM CST,Completed
B-657J,11-Feb-2026,WUH,07:58PM CST,CAN,09:56PM CST,Completed
B-657J,11-Feb-2026,CAN,05:22PM CST,WUH,07:01PM CST,Completed
B-657J,11-Feb-2026,HGH,01:35PM CST,CAN,04:13PM CST,Completed
B-657J,11-Feb-2026,CAN,10:18AM CST,HGH,12:36PM CST,Completed
B-657X,11-Feb-2026,WUH,03:04PM CST,CAN,05:05PM CST,Completed
B-657X,11-Feb-2026,CAN,12:22PM CST,WUH,02:05PM CST,Completed
B-657X,11-Feb-2026,CSX,09:17AM CST,CAN,10:52AM CST,Completed
B-658H,11-Feb-2026,XIY,06:25PM CST,PEK,08:18PM CST,Completed
B-658H,11-Feb-2026,PEK,02:53PM CST,XIY,04:48PM CST,Completed
B-658H,11-Feb-2026,XIY,11:20AM CST,PEK,01:20PM CST,Completed
B-658H,11-Feb-2026,PEK,07:11AM CST,XIY,09:02AM CST,Completed
B-658J,11-Feb-2026,CSX,08:32PM CST,PEK,10:46PM CST,Completed
B-658J,11-Feb-2026,PEK,05:07PM CST,CSX,07:21PM CST,Completed
B-658J,11-Feb-2026,HGH,01:00PM CST,PEK,03:30PM CST,Completed
B-658J,11-Feb-2026,PEK,09:52AM CST,HGH,11:36AM CST,Completed
B-658Q,11-Feb-2026,XIY,07:34PM CST,PEK,09:34PM CST,Completed
B-658Q,11-Feb-2026,PEK,04:21PM CST,XIY,06:13PM CST,Completed
B-658Q,11-Feb-2026,CTU,11:51AM CST,PEK,02:01PM CST,Completed
B-658Q,11-Feb-2026,PEK,07:36AM CST,CTU,10:13AM CST,Completed
B-658N,11-Feb-2026,XIY,09:13PM CST,CSX,11:14PM CST,Completed
B-658N,11-Feb-2026,CSX,05:42PM CST,XIY,07:48PM CST,Completed
B-658N,11-Feb-2026,PVG,12:24PM CST,CSX,02:45PM CST,Completed
B-658N,11-Feb-2026,CSX,08:54AM CST,PVG,10:34AM CST,Completed
B-658P,11-Feb-2026,NKG,07:16PM CST,CAN,09:57PM CST,Completed
B-658P,11-Feb-2026,CAN,03:48PM CST,NKG,06:07PM CST,Completed
B-658P,11-Feb-2026,NKG,11:35AM CST,CAN,02:16PM CST,Completed
B-658P,11-Feb-2026,CAN,08:15AM CST,NKG,10:35AM CST,Completed
B-658X,11-Feb-2026,PKX,07:29PM CST,CAN,10:54PM CST,Completed
B-658X,11-Feb-2026,CAN,02:55PM CST,PKX,06:17PM CST,Completed
B-658X,11-Feb-2026,NGB,11:20AM CST,CAN,01:53PM CST,Completed
B-658X,11-Feb-2026,CAN,08:14AM CST,NGB,10:31AM CST,Completed
B-658W,11-Feb-2026,PKX,09:23PM CST,CSX,11:42PM CST,Completed
B-658W,11-Feb-2026,CSX,05:30PM CST,PKX,07:43PM CST,Completed
B-658W,11-Feb-2026,PKX,01:03PM CST,CSX,03:29PM CST,Completed
B-658W,11-Feb-2026,CSX,09:29AM CST,PKX,11:57AM CST,Completed
B-658Y,11-Feb-2026,HGH,08:38PM CST,CAN,11:17PM CST,Completed
B-658Y,11-Feb-2026,CAN,05:05PM CST,HGH,07:21PM CST,Completed
B-659J,11-Feb-2026,CKG,08:02PM CST,PEK,10:14PM CST,Completed
B-659J,11-Feb-2026,PEK,04:16PM CST,CKG,06:41PM CST,Completed
B-659J,11-Feb-2026,CKG,12:18PM CST,PEK,02:20PM CST,Completed
B-659J,11-Feb-2026,PEK,08:01AM CST,CKG,10:25AM CST,Completed
B-659K,11-Feb-2026,HGH,05:56PM CST,PEK,08:11PM CST,Completed
B-659K,11-Feb-2026,PEK,02:59PM CST,HGH,04:49PM CST,Completed
B-659K,11-Feb-2026,HGH,11:03AM CST,PEK,01:27PM CST,Completed
B-659K,11-Feb-2026,PEK,07:48AM CST,HGH,09:35AM CST,Completed
