registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,10-Feb-2026,PKX,07:50PM CST,XIY,09:51PM CST,Completed
B-919A,10-Feb-2026,XIY,03:50PM CST,PKX,06:01PM CST,Completed
B-919A,10-Feb-2026,XIY,06:53AM CST,CAN,10:11AM CST,Completed
B-919C,10-Feb-2026,PKX,07:12PM CST,SHA,09:15PM CST,Completed
B-919C,10-Feb-2026,SHA,03:36PM CST,PKX,05:46PM CST,Completed
B-919C,10-Feb-2026,TYN,12:33PM CST,SHA,02:47PM CST,Completed
B-919C,10-Feb-2026,SHA,09:02AM CST,TYN,11:51AM CST,Completed
B-919D,10-Feb-2026,ZUH,12:18PM CST,N/A,N/A,Completed
B-919D,10-Feb-2026,XIY,07:21PM CST,SHA,09:32PM CST,Completed
B-919D,10-Feb-2026,SHA,03:16PM CST,XIY,06:02PM CST,Completed
B-919D,10-Feb-2026,ZUH,12:00PM CST,SHA,02:12PM CST,Completed
B-919D,10-Feb-2026,SHA,08:16AM CST,ZUH,11:09AM CST,Completed
B-919E,10-Feb-2026,SHA,08:31PM CST,TFU,11:51PM CST,Completed
B-919E,10-Feb-2026,TFU,05:04PM CST,SHA,07:33PM CST,Completed
B-919E,10-Feb-2026,TFU,09:11AM CST,SHA,11:46AM CST,Completed
B-919F,10-Feb-2026,XMN,05:50PM CST,SHA,07:35PM CST,Completed
B-919F,10-Feb-2026,SHA,03:08PM CST,XMN,05:00PM CST,Completed
B-919F,10-Feb-2026,XIY,12:01PM CST,SHA,02:15PM CST,Completed
B-919F,10-Feb-2026,N/A,08:32AM CST,(?),(?),Completed
B-919F,10-Feb-2026,SHA,08:09AM CST,XIY,11:06AM CST,Completed
B-919H,10-Feb-2026,ZUH,08:29PM CST,SHA,10:37PM CST,Completed
B-919H,10-Feb-2026,SHA,04:36PM CST,ZUH,07:15PM CST,Completed
B-919H,10-Feb-2026,XIY,01:05PM CST,SHA,03:18PM CST,Completed
B-919H,10-Feb-2026,SHA,09:09AM CST,XIY,12:19PM CST,Completed
B-657S,10-Feb-2026,XIY,09:05PM CST,SHA,11:30PM CST,Completed
B-657S,10-Feb-2026,SHA,05:14PM CST,XIY,07:56PM CST,Completed
B-657S,10-Feb-2026,CKG,01:53PM CST,SHA,04:04PM CST,Completed
B-657S,10-Feb-2026,SHA,09:42AM CST,CKG,12:56PM CST,Completed
B-658E,10-Feb-2026,TFU,07:21PM CST,SHA,09:45PM CST,Completed
B-658E,10-Feb-2026,XMN,10:32AM CST,SHA,12:15PM CST,Completed
B-658E,10-Feb-2026,SHA,08:01AM CST,XMN,09:49AM CST,Completed
B-658U,10-Feb-2026,XMN,07:39PM CST,TFU,11:03PM CST,Completed
B-658U,10-Feb-2026,TFU,04:06PM CST,XMN,06:42PM CST,Completed
B-658U,10-Feb-2026,XMN,11:47AM CST,TFU,03:11PM CST,Completed
B-658U,10-Feb-2026,TFU,08:11AM CST,XMN,10:44AM CST,Completed
B-658V,10-Feb-2026,PEK,06:20PM CST,SHA,08:37PM CST,Completed
B-658V,10-Feb-2026,SHA,02:36PM CST,PEK,05:00PM CST,Completed
B-658V,10-Feb-2026,WUH,12:13PM CST,SHA,01:50PM CST,Completed
B-658V,10-Feb-2026,SHA,09:15AM CST,WUH,11:35AM CST,Completed
B-659Z,10-Feb-2026,CKG,07:51PM CST,SHA,10:05PM CST,Completed
B-659Z,10-Feb-2026,HKG,12:05PM HKT,SHA,02:11PM CST,Completed
B-659Z,10-Feb-2026,SHA,07:50AM CST,HKG,10:49AM HKT,Completed
B-659Z,10-Feb-2026,SHA,08:06AM CST,(?),(?),Completed
B-919X,10-Feb-2026,XIY,07:44PM CST,PEK,09:46PM CST,Completed
B-919X,10-Feb-2026,PEK,04:11PM CST,XIY,05:59PM CST,Completed
B-919X,10-Feb-2026,CTU,11:57AM CST,PEK,02:13PM CST,Completed
B-919X,10-Feb-2026,PEK,08:06AM CST,CTU,10:46AM CST,Completed
B-919Y,10-Feb-2026,CKG,07:21PM CST,PEK,09:37PM CST,Completed
B-919Y,10-Feb-2026,PEK,03:16PM CST,CKG,05:39PM CST,Completed
B-919Y,10-Feb-2026,WUH,11:47AM CST,PEK,01:41PM CST,Completed
B-919Y,10-Feb-2026,PEK,08:11AM CST,WUH,10:30AM CST,Completed
B-919Z,10-Feb-2026,CSX,08:34PM CST,PEK,10:46PM CST,Completed
B-919Z,10-Feb-2026,PEK,05:11PM CST,CSX,07:22PM CST,Completed
B-919Z,10-Feb-2026,HGH,12:53PM CST,PEK,03:11PM CST,Completed
B-919Z,10-Feb-2026,PEK,09:34AM CST,HGH,11:31AM CST,Completed
B-919J,10-Feb-2026,PKX,07:19PM CST,CAN,10:47PM CST,Completed
B-919J,10-Feb-2026,CAN,02:51PM CST,PKX,05:55PM CST,Completed
B-919J,10-Feb-2026,XIY,11:10AM CST,CAN,01:54PM CST,Completed
B-919J,10-Feb-2026,CAN,07:13AM CST,XIY,10:06AM CST,Completed
B-657J,10-Feb-2026,NGB,05:45PM CST,CAN,08:15PM CST,Completed
B-657J,10-Feb-2026,CAN,02:52PM CST,NGB,04:48PM CST,Completed
B-657J,10-Feb-2026,NGB,11:13AM CST,CAN,01:44PM CST,Completed
B-657J,10-Feb-2026,CAN,08:23AM CST,NGB,10:27AM CST,Completed
B-657X,10-Feb-2026,PKX,07:08PM CST,CSX,09:48PM CST,Completed
B-657X,10-Feb-2026,CSX,02:57PM CST,PKX,05:34PM CST,Completed
B-657X,10-Feb-2026,PKX,11:10AM CST,CSX,01:46PM CST,Completed
B-657X,10-Feb-2026,CSX,07:26AM CST,PKX,09:59AM CST,Completed
B-658H,10-Feb-2026,WUH,09:35PM CST,PEK,11:30PM CST,Completed
B-658H,10-Feb-2026,PEK,06:29PM CST,WUH,08:29PM CST,Completed
B-658H,10-Feb-2026,HKG,01:06PM HKT,PEK,04:17PM CST,Completed
B-658H,10-Feb-2026,PEK,08:22AM CST,HKG,11:45AM HKT,Completed
B-658J,10-Feb-2026,XIY,08:51PM CST,PEK,11:02PM CST,Completed
B-658J,10-Feb-2026,PEK,05:09PM CST,XIY,06:50PM CST,Completed
