registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,04-Feb-2026,PKX,07:09PM CST,SHA,09:09PM CST,Completed
B-919A,04-Feb-2026,SHA,03:34PM CST,PKX,05:46PM CST,Completed
B-919A,04-Feb-2026,TYN,11:59AM CST,SHA,02:14PM CST,Completed
B-919A,04-Feb-2026,N/A,09:05AM CST,(?),(?),Completed
B-919A,04-Feb-2026,SHA,08:44AM CST,TYN,11:19AM CST,Completed
B-919C,04-Feb-2026,PKX,07:53PM CST,XIY,10:02PM CST,Completed
B-919C,04-Feb-2026,XIY,03:49PM CST,PKX,05:49PM CST,Completed
B-919C,04-Feb-2026,XIY,06:51AM CST,CAN,09:55AM CST,Completed
B-919D,04-Feb-2026,SHA,07:53PM CST,XIY,10:36PM CST,Completed
B-919D,04-Feb-2026,N/A,05:59PM CST,N/A,06:00PM CST,Completed
B-919D,04-Feb-2026,PVG,12:14PM CST,XIY,03:09PM CST,Completed
B-919D,04-Feb-2026,XIY,07:51AM CST,PVG,10:18AM CST,Completed
B-919F,04-Feb-2026,N/A,09:33PM CST,N/A,09:35PM CST,Completed
B-919F,04-Feb-2026,SHA,02:27PM CST,TFU,06:00PM CST,Completed
B-919F,04-Feb-2026,XMN,10:34AM CST,SHA,12:17PM CST,Completed
B-919F,04-Feb-2026,SHA,07:46AM CST,XMN,09:30AM CST,Completed
B-657T,04-Feb-2026,PEK,06:21PM CST,SHA,08:32PM CST,Completed
B-657T,04-Feb-2026,SHA,02:43PM CST,PEK,05:12PM CST,Completed
B-657T,04-Feb-2026,WUH,12:00PM CST,SHA,01:26PM CST,Completed
B-657T,04-Feb-2026,SHA,09:18AM CST,WUH,11:18AM CST,Completed
B-658E,04-Feb-2026,CKG,07:49PM CST,SHA,10:09PM CST,Completed
B-658E,04-Feb-2026,SHA,03:28PM CST,CKG,06:44PM CST,Completed
B-658E,04-Feb-2026,HKG,11:52AM HKT,SHA,02:14PM CST,Completed
B-658E,04-Feb-2026,SHA,07:44AM CST,HKG,10:30AM HKT,Completed
B-658U,04-Feb-2026,SHA,08:14PM CST,TFU,11:51PM CST,Completed
B-658U,04-Feb-2026,TFU,04:55PM CST,SHA,07:12PM CST,Completed
B-658U,04-Feb-2026,SHA,12:20PM CST,TFU,03:55PM CST,Completed
B-658V,04-Feb-2026,ZUH,08:17PM CST,SHA,10:27PM CST,Completed
B-658V,04-Feb-2026,SHA,04:35PM CST,ZUH,07:18PM CST,Completed
B-658V,04-Feb-2026,XIY,12:54PM CST,SHA,03:05PM CST,Completed
B-658V,04-Feb-2026,SHA,09:10AM CST,XIY,11:57AM CST,Completed
B-659Z,04-Feb-2026,N/A,01:55PM CST,N/A,01:55PM CST,Completed
B-659Z,04-Feb-2026,SHA,08:07AM CST,XIY,11:03AM CST,Completed
B-65A0,04-Feb-2026,CKG,09:25PM CST,SHA,11:27PM CST,Completed
B-65A0,04-Feb-2026,SHA,05:14PM CST,CKG,08:26PM CST,Completed
B-65A0,04-Feb-2026,CKG,01:40PM CST,SHA,03:57PM CST,Completed
B-65A0,04-Feb-2026,SHA,09:39AM CST,CKG,12:49PM CST,Completed
B-919X,04-Feb-2026,CKG,08:17PM CST,PEK,10:17PM CST,Completed
B-919X,04-Feb-2026,PEK,04:34PM CST,CKG,07:16PM CST,Completed
B-919X,04-Feb-2026,CSX,12:43PM CST,PEK,02:48PM CST,Completed
B-919X,04-Feb-2026,PEK,08:51AM CST,CSX,11:20AM CST,Completed
B-919Y,04-Feb-2026,CSX,10:21PM CST,PEK,12:22AM CST (+1),Completed
B-919Y,04-Feb-2026,PEK,06:33PM CST,CSX,09:03PM CST,Completed
B-919Y,04-Feb-2026,WUH,01:02PM CST,PEK,02:50PM CST,Completed
B-919Y,04-Feb-2026,PEK,09:40AM CST,WUH,11:40AM CST,Completed
B-919Z,04-Feb-2026,CSX,08:55PM CST,PEK,11:02PM CST,Completed
B-919Z,04-Feb-2026,PEK,05:18PM CST,CSX,07:44PM CST,Completed
B-919Z,04-Feb-2026,HGH,12:58PM CST,PEK,03:20PM CST,Completed
B-919Z,04-Feb-2026,PEK,09:35AM CST,HGH,11:13AM CST,Completed
B-919J,04-Feb-2026,WUH,07:52PM CST,CAN,09:56PM CST,Completed
B-919J,04-Feb-2026,HGH,01:31PM CST,CAN,04:22PM CST,Completed
B-919J,04-Feb-2026,CAN,10:11AM CST,HGH,12:09PM CST,Completed
B-657J,04-Feb-2026,N/A,06:43PM CST,N/A,06:54PM CST,Completed
B-657J,04-Feb-2026,NGB,05:41PM CST,CAN,08:22PM CST,Completed
B-657J,04-Feb-2026,CAN,02:36PM CST,NGB,04:38PM CST,Completed
B-657X,04-Feb-2026,PVG,09:49PM CST,CSX,12:01AM CST (+1),Completed
B-657X,04-Feb-2026,CSX,06:16PM CST,PVG,08:14PM CST,Completed
B-657X,04-Feb-2026,NGB,11:17AM CST,CAN,02:03PM CST,Completed
B-657X,04-Feb-2026,CAN,08:20AM CST,NGB,10:24AM CST,Completed
B-658J,04-Feb-2026,CKG,07:23PM CST,PEK,09:25PM CST,Completed
B-658J,04-Feb-2026,PEK,03:25PM CST,CKG,06:01PM CST,Completed
B-658J,04-Feb-2026,WUH,11:40AM CST,PEK,01:24PM CST,Completed
B-658J,04-Feb-2026,PEK,08:22AM CST,WUH,10:31AM CST,Completed
B-658R,04-Feb-2026,XIY,07:48PM CST,PEK,09:42PM CST,Completed
B-658R,04-Feb-2026,PEK,04:26PM CST,(?),04:56PM CST (?),Completed
B-658R,04-Feb-2026,CTU,11:46AM CST,PEK,02:00PM CST,Completed
B-658R,04-Feb-2026,PEK,07:42AM CST,CTU,10:30AM CST,Completed
