registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,30-Jan-2026,TFU,07:20PM CST,SHA,09:47PM CST,Completed
B-919A,30-Jan-2026,N/A,02:45PM CST,N/A,02:47PM CST,Completed
B-919A,30-Jan-2026,XMN,10:40AM CST,SHA,12:26PM CST,Completed
B-919A,30-Jan-2026,SHA,07:54AM CST,XMN,09:40AM CST,Completed
B-919D,30-Jan-2026,PEK,08:48PM CST,SHA,11:08PM CST,Completed
B-919D,30-Jan-2026,SHA,05:20PM CST,PEK,07:31PM CST,Completed
B-919D,30-Jan-2026,XIY,12:00PM CST,SHA,02:25PM CST,Completed
B-919D,30-Jan-2026,N/A,08:41AM CST,N/A,08:41AM CST,Completed
B-919E,30-Jan-2026,CKG,09:24PM CST,SHA,11:45PM CST,Completed
B-919F,30-Jan-2026,CAN,09:19PM CST,SHA,11:28PM CST,Completed
B-919F,30-Jan-2026,SHA,05:48PM CST,CAN,08:18PM CST,Completed
B-657T,30-Jan-2026,CKG,07:54PM CST,SHA,10:07PM CST,Completed
B-657T,30-Jan-2026,SHA,03:14PM CST,CKG,06:13PM CST,Completed
B-657T,30-Jan-2026,N/A,01:04PM CST,N/A,01:04PM CST,Completed
B-657T,30-Jan-2026,N/A,09:38AM CST,N/A,10:10AM CST,Completed
B-658U,30-Jan-2026,SHA,08:30PM CST,TFU,11:47PM CST,Completed
B-658U,30-Jan-2026,TFU,04:58PM CST,SHA,07:33PM CST,Completed
B-658U,30-Jan-2026,SHA,12:26PM CST,TFU,03:49PM CST,Completed
B-658V,30-Jan-2026,TFU,08:30PM CST,SHA,11:10PM CST,Completed
B-658V,30-Jan-2026,SHA,03:33PM CST,TFU,07:19PM CST,Completed
B-658V,30-Jan-2026,HKG,11:56AM HKT,SHA,02:13PM CST,Completed
B-658V,30-Jan-2026,SHA,07:54AM CST,HKG,10:45AM HKT,Completed
B-659Z,30-Jan-2026,XIY,09:10PM CST,SHA,11:23PM CST,Completed
B-659Z,30-Jan-2026,N/A,05:32PM CST,N/A,05:32PM CST,Completed
B-659Z,30-Jan-2026,TFU,12:19PM CST,SHA,02:57PM CST,Completed
B-919X,30-Jan-2026,CKG,07:25PM CST,PEK,09:35PM CST,Completed
B-919X,30-Jan-2026,PEK,03:13PM CST,CKG,05:59PM CST,Completed
B-919X,30-Jan-2026,WUH,11:39AM CST,PEK,01:12PM CST,Completed
B-919X,30-Jan-2026,PEK,07:57AM CST,WUH,09:56AM CST,Completed
B-919Y,30-Jan-2026,CSX,08:49PM CST,PEK,11:08PM CST,Completed
B-919Y,30-Jan-2026,PEK,05:07PM CST,CSX,07:34PM CST,Completed
B-919Y,30-Jan-2026,CKG,01:18PM CST,PEK,03:33PM CST,Completed
B-919Y,30-Jan-2026,PEK,09:16AM CST,CKG,11:54AM CST,Completed
B-919Z,30-Jan-2026,XIY,06:29PM CST,PEK,08:35PM CST,Completed
B-919Z,30-Jan-2026,PEK,02:52PM CST,XIY,04:51PM CST,Completed
B-919Z,30-Jan-2026,XIY,11:09AM CST,PEK,01:00PM CST,Completed
B-919Z,30-Jan-2026,PEK,07:09AM CST,XIY,09:09AM CST,Completed
B-657J,30-Jan-2026,WUH,07:53PM CST,CAN,10:03PM CST,Completed
B-657J,30-Jan-2026,CAN,04:50PM CST,WUH,06:36PM CST,Completed
B-657J,30-Jan-2026,HGH,01:25PM CST,CAN,03:57PM CST,Completed
B-657J,30-Jan-2026,CAN,10:02AM CST,HGH,12:00PM CST,Completed
B-657X,30-Jan-2026,PKX,07:28PM CST,CAN,11:05PM CST,Completed
B-657X,30-Jan-2026,CAN,03:03PM CST,PKX,05:51PM CST,Completed
B-657X,30-Jan-2026,NGB,11:09AM CST,CAN,01:27PM CST,Completed
B-657X,30-Jan-2026,CAN,08:09AM CST,NGB,10:13AM CST,Completed
B-658J,30-Jan-2026,HGH,07:57PM CST,PEK,10:22PM CST,Completed
B-658J,30-Jan-2026,PEK,04:37PM CST,HGH,06:32PM CST,Completed
B-658J,30-Jan-2026,WUH,01:14PM CST,PEK,02:47PM CST,Completed
B-658J,30-Jan-2026,PEK,09:44AM CST,WUH,11:49AM CST,Completed
B-658R,30-Jan-2026,CKG,08:36PM CST,PEK,10:55PM CST,Completed
B-658R,30-Jan-2026,PEK,04:02PM CST,CKG,06:50PM CST,Completed
B-658R,30-Jan-2026,CTU,11:55AM CST,PEK,02:22PM CST,Completed
B-658R,30-Jan-2026,PEK,07:34AM CST,CTU,10:25AM CST,Completed
B-658N,30-Jan-2026,PKX,07:08PM CST,CSX,09:43PM CST,Completed
B-658N,30-Jan-2026,CSX,02:53PM CST,PKX,05:00PM CST,Completed
B-658N,30-Jan-2026,PKX,11:06AM CST,CSX,01:22PM CST,Completed
B-658N,30-Jan-2026,CSX,07:25AM CST,PKX,09:38AM CST,Completed
B-658P,30-Jan-2026,NGB,05:40PM CST,CAN,08:19PM CST,Completed
B-658P,30-Jan-2026,CAN,02:44PM CST,NGB,04:39PM CST,Completed
B-658P,30-Jan-2026,CSX,12:06PM CST,CAN,02:03PM CST,Completed
B-658X,30-Jan-2026,NKG,07:11PM CST,CAN,09:47PM CST,Completed
B-658X,30-Jan-2026,CAN,03:39PM CST,NKG,05:47PM CST,Completed
B-658X,30-Jan-2026,NKG,11:32AM CST,CAN,02:11PM CST,Completed
B-658X,30-Jan-2026,CAN,08:11AM CST,NKG,10:25AM CST,Completed
B-658W,30-Jan-2026,WUH,01:47PM CST,CAN,03:59PM CST,Completed
B-658W,30-Jan-2026,CAN,10:46AM CST,WUH,12:13PM CST,Completed
B-658W,30-Jan-2026,CSX,07:55AM CST,CAN,09:41AM CST,Completed
B-658Y,30-Jan-2026,PVG,09:55PM CST,CSX,12:11AM CST (+1),Completed
B-658Y,30-Jan-2026,CSX,06:31PM CST,PVG,08:12PM CST,Completed
B-658Y,30-Jan-2026,XIY,11:15AM CST,CAN,02:11PM CST,Completed
B-659J,30-Jan-2026,XIY,07:41PM CST,PEK,09:41PM CST,Completed
B-659J,30-Jan-2026,PEK,04:05PM CST,XIY,06:05PM CST,Completed
B-659J,30-Jan-2026,CSX,12:37PM CST,PEK,02:53PM CST,Completed
B-659J,30-Jan-2026,PEK,08:28AM CST,CSX,10:52AM CST,Completed
B-659K,30-Jan-2026,CTU,08:40PM CST,PEK,11:08PM CST,Completed
B-659K,30-Jan-2026,PEK,04:09PM CST,CTU,06:59PM CST,Completed
B-659K,30-Jan-2026,XIY,12:36PM CST,PEK,02:34PM CST,Completed
B-659K,30-Jan-2026,PEK,08:35AM CST,XIY,10:31AM CST,Completed
