registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,09-Feb-2026,SHA,07:52PM CST,XIY,10:28PM CST,Completed
B-919A,09-Feb-2026,XIY,03:54PM CST,SHA,06:19PM CST,Completed
B-919A,09-Feb-2026,PVG,12:03PM CST,XIY,02:40PM CST,Completed
B-919A,09-Feb-2026,XIY,08:28AM CST,PVG,10:57AM CST,Completed
B-919C,09-Feb-2026,PKX,07:08PM CST,SHA,09:12PM CST,Completed
B-919C,09-Feb-2026,XIY,03:45PM CST,PKX,05:50PM CST,Completed
B-919C,09-Feb-2026,XIY,06:51AM CST,CAN,09:56AM CST,Completed
B-919D,09-Feb-2026,XIY,07:16PM CST,SHA,09:28PM CST,Completed
B-919D,09-Feb-2026,SHA,03:24PM CST,XIY,06:12PM CST,Completed
B-919D,09-Feb-2026,ZUH,12:15PM CST,SHA,02:27PM CST,Completed
B-919D,09-Feb-2026,SHA,08:25AM CST,ZUH,11:24AM CST,Completed
B-919E,09-Feb-2026,N/A,08:38PM CST,N/A,N/A,Completed
B-919E,09-Feb-2026,SHA,08:22PM CST,TFU,11:54PM CST,Completed
B-919E,09-Feb-2026,TFU,04:54PM CST,SHA,07:23PM CST,Completed
B-919E,09-Feb-2026,SHA,12:18PM CST,TFU,03:38PM CST,Completed
B-919E,09-Feb-2026,TFU,08:50AM CST,SHA,11:20AM CST,Completed
B-919F,09-Feb-2026,TFU,07:25PM CST,SHA,09:50PM CST,Completed
B-919F,09-Feb-2026,SHA,02:28PM CST,TFU,06:04PM CST,Completed
B-919F,09-Feb-2026,XMN,10:47AM CST,SHA,12:37PM CST,Completed
B-919F,09-Feb-2026,SHA,08:10AM CST,XMN,10:03AM CST,Completed
B-919H,09-Feb-2026,XMN,05:51PM CST,SHA,07:39PM CST,Completed
B-919H,09-Feb-2026,SHA,03:01PM CST,XMN,04:55PM CST,Completed
B-919H,09-Feb-2026,XMN,12:06PM CST,SHA,02:03PM CST,Completed
B-919H,09-Feb-2026,TFU,08:18AM CST,XMN,11:16AM CST,Completed
B-657S,09-Feb-2026,XIY,08:57PM CST,SHA,11:04PM CST,Completed
B-657S,09-Feb-2026,SHA,05:02PM CST,XIY,07:45PM CST,Completed
B-657S,09-Feb-2026,CKG,01:40PM CST,SHA,03:53PM CST,Completed
B-657S,09-Feb-2026,SHA,09:34AM CST,CKG,12:32PM CST,Completed
B-658E,09-Feb-2026,ZUH,08:17PM CST,SHA,10:32PM CST,Completed
B-658E,09-Feb-2026,SHA,04:47PM CST,ZUH,07:29PM CST,Completed
B-658E,09-Feb-2026,XIY,12:46PM CST,SHA,03:12PM CST,Completed
B-658E,09-Feb-2026,SHA,09:09AM CST,XIY,11:43AM CST,Completed
B-658U,09-Feb-2026,XMN,07:54PM CST,TFU,11:16PM CST,Completed
B-658U,09-Feb-2026,TFU,04:39PM CST,XMN,07:07PM CST,Completed
B-658U,09-Feb-2026,XMN,12:18PM CST,TFU,03:38PM CST,Completed
B-658U,09-Feb-2026,SHA,09:01AM CST,XMN,10:57AM CST,Completed
B-658V,09-Feb-2026,PEK,06:18PM CST,SHA,08:29PM CST,Completed
B-658V,09-Feb-2026,SHA,02:35PM CST,PEK,04:57PM CST,Completed
B-658V,09-Feb-2026,WUH,11:56AM CST,SHA,01:33PM CST,Completed
B-658V,09-Feb-2026,SHA,09:17AM CST,WUH,11:08AM CST,Completed
B-659Z,09-Feb-2026,CKG,07:45PM CST,SHA,09:53PM CST,Completed
B-659Z,09-Feb-2026,SHA,03:27PM CST,CKG,06:35PM CST,Completed
