registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919C,11-Jan-2026,XIY,09:00PM CST,SHA,11:16PM CST,Completed
B-919C,11-Jan-2026,SHA,04:54PM CST,XIY,07:49PM CST,Completed
B-919C,11-Jan-2026,TFU,12:22PM CST,SHA,02:48PM CST,Completed
B-919C,11-Jan-2026,SHA,07:29AM CST,TFU,10:45AM CST,Completed
B-919D,11-Jan-2026,SHA,08:31PM CST,XIY,11:14PM CST,Completed
B-919D,11-Jan-2026,XIY,04:46PM CST,SHA,06:56PM CST,Completed
B-919E,11-Jan-2026,SHA,08:21PM CST,TFU,12:00AM CST (+1),Completed
B-919E,11-Jan-2026,TFU,04:48PM CST,SHA,07:08PM CST,Completed
B-919E,11-Jan-2026,SHA,12:13PM CST,TFU,03:39PM CST,Completed
B-919E,11-Jan-2026,TFU,08:54AM CST,SHA,11:14AM CST,Completed
B-919F,11-Jan-2026,XMN,07:28PM CST,TFU,10:44PM CST,Completed
B-919F,11-Jan-2026,TFU,04:00PM CST,XMN,06:26PM CST,Completed
B-919F,11-Jan-2026,XMN,11:52AM CST,TFU,03:01PM CST,Completed
B-919F,11-Jan-2026,TFU,08:15AM CST,XMN,10:47AM CST,Completed
B-919G,11-Jan-2026,CKG,07:54PM CST,SHA,10:01PM CST,Completed
B-919G,11-Jan-2026,SHA,03:33PM CST,CKG,06:54PM CST,Completed
B-919G,11-Jan-2026,TYN,12:17PM CST,SHA,02:20PM CST,Completed
B-919G,11-Jan-2026,SHA,08:58AM CST,TYN,11:28AM CST,Completed
B-919H,11-Jan-2026,CKG,09:20PM CST,SHA,11:32PM CST,Completed
B-919H,11-Jan-2026,SHA,05:14PM CST,CKG,08:33PM CST,Completed
B-919H,11-Jan-2026,XIY,12:57PM CST,SHA,03:22PM CST,Completed
B-919H,11-Jan-2026,SHA,09:13AM CST,XIY,12:09PM CST,Completed
B-657S,11-Jan-2026,PEK,06:17PM CST,SHA,08:16PM CST,Completed
B-657S,11-Jan-2026,SHA,02:25PM CST,PEK,04:49PM CST,Completed
B-657S,11-Jan-2026,WUH,11:50AM CST,SHA,01:28PM CST,Completed
B-657S,11-Jan-2026,SHA,09:08AM CST,WUH,11:03AM CST,Completed
B-657T,11-Jan-2026,TFU,08:20PM CST,SHA,10:59PM CST,Completed
B-657T,11-Jan-2026,SHA,03:43PM CST,TFU,07:24PM CST,Completed
B-657T,11-Jan-2026,HKG,12:00PM HKT,SHA,02:12PM CST,Completed
B-657T,11-Jan-2026,SHA,07:56AM CST,HKG,10:29AM HKT,Completed
B-658E,11-Jan-2026,CAN,09:19PM CST,SHA,11:17PM CST,Completed
B-658E,11-Jan-2026,SHA,05:28PM CST,CAN,07:56PM CST,Completed
B-658E,11-Jan-2026,CKG,01:49PM CST,SHA,03:53PM CST,Completed
B-658E,11-Jan-2026,SHA,09:40AM CST,CKG,01:03PM CST,Completed
B-658U,11-Jan-2026,PKX,07:51PM CST,XIY,09:59PM CST,Completed
B-658U,11-Jan-2026,XIY,03:55PM CST,PKX,06:12PM CST,Completed
B-658U,11-Jan-2026,CAN,10:48AM CST,XIY,01:34PM CST,Completed
B-658U,11-Jan-2026,XIY,06:55AM CST,CAN,09:46AM CST,Completed
B-659Z,11-Jan-2026,PKX,07:05PM CST,SHA,09:13PM CST,Completed
B-659Z,11-Jan-2026,SHA,03:20PM CST,PKX,05:46PM CST,Completed
B-659Z,11-Jan-2026,XMN,11:41AM CST,SHA,01:37PM CST,Completed
B-659Z,11-Jan-2026,SHA,08:49AM CST,XMN,10:27AM CST,Completed
B-65A0,11-Jan-2026,TFU,07:17PM CST,SHA,09:36PM CST,Completed
B-65A0,11-Jan-2026,SHA,02:39PM CST,TFU,06:12PM CST,Completed
B-65A0,11-Jan-2026,XMN,10:38AM CST,SHA,12:26PM CST,Completed
B-65A0,11-Jan-2026,SHA,07:51AM CST,XMN,09:41AM CST,Completed
B-65A0,11-Jan-2026,N/A,08:06AM CST,(?),(?),Completed
B-919Y,11-Jan-2026,PEK,03:11PM CST,XIY,05:18PM CST,Completed
B-919Y,11-Jan-2026,XIY,11:03AM CST,PEK,12:45PM CST,Completed
B-919Y,11-Jan-2026,PEK,07:15AM CST,XIY,09:09AM CST,Completed
B-919Z,11-Jan-2026,WUH,09:23PM CST,PEK,11:11PM CST,Completed
B-919Z,11-Jan-2026,PEK,06:10PM CST,WUH,08:15PM CST,Completed
B-919Z,11-Jan-2026,CTU,01:51PM CST,PEK,04:05PM CST,Completed
B-919Z,11-Jan-2026,PEK,09:50AM CST,CTU,12:34PM CST,Completed
B-919J,11-Jan-2026,WUH,07:46PM CST,CAN,09:45PM CST,Completed
B-919J,11-Jan-2026,CAN,05:03PM CST,WUH,06:43PM CST,Completed
B-919J,11-Jan-2026,HGH,01:28PM CST,CAN,03:51PM CST,Completed
B-657X,11-Jan-2026,PKX,07:29PM CST,CAN,10:55PM CST,Completed
B-657X,11-Jan-2026,CAN,03:08PM CST,PKX,06:08PM CST,Completed
B-657X,11-Jan-2026,XIY,11:10AM CST,CAN,01:59PM CST,Completed
B-658H,11-Jan-2026,CKG,07:23PM CST,PEK,09:31PM CST,Completed
B-658H,11-Jan-2026,PEK,03:21PM CST,CKG,06:01PM CST,Completed
B-658H,11-Jan-2026,WUH,11:38AM CST,PEK,01:36PM CST,Completed
B-658H,11-Jan-2026,PEK,08:10AM CST,WUH,10:12AM CST,Completed
B-658R,11-Jan-2026,CSX,09:44PM CST,PEK,11:50PM CST,Completed
B-658R,11-Jan-2026,PEK,06:19PM CST,CSX,08:38PM CST,Completed
B-658R,11-Jan-2026,HKG,01:04PM HKT,PEK,04:50PM CST,Completed
B-658R,11-Jan-2026,PEK,08:12AM CST,HKG,11:29AM HKT,Completed
B-658N,11-Jan-2026,PKX,07:11PM CST,CSX,09:31PM CST,Completed
B-658N,11-Jan-2026,CSX,02:52PM CST,PKX,05:27PM CST,Completed
B-658N,11-Jan-2026,PKX,11:07AM CST,CSX,01:33PM CST,Completed
B-658N,11-Jan-2026,CSX,07:18AM CST,PKX,09:29AM CST,Completed
B-658P,11-Jan-2026,HGH,08:23PM CST,CAN,10:47PM CST,Completed
B-658P,11-Jan-2026,WUH,01:49PM CST,CAN,03:42PM CST,Completed
B-658P,11-Jan-2026,CAN,11:00AM CST,WUH,12:42PM CST,Completed
B-658X,11-Jan-2026,PVG,09:51PM CST,CSX,12:00AM CST (+1),Completed
B-658X,11-Jan-2026,CSX,06:33PM CST,PVG,08:10PM CST,Completed
B-658X,11-Jan-2026,NGB,11:14AM CST,CAN,01:44PM CST,Completed
B-658X,11-Jan-2026,CAN,08:10AM CST,NGB,10:25AM CST,Completed
B-658W,11-Jan-2026,NGB,05:41PM CST,CAN,08:11PM CST,Completed
B-658W,11-Jan-2026,CAN,02:47PM CST,NGB,04:51PM CST,Completed
B-658W,11-Jan-2026,CSX,12:01PM CST,CAN,01:34PM CST,Completed
B-659J,11-Jan-2026,HGH,07:57PM CST,PEK,10:24PM CST,Completed
B-659J,11-Jan-2026,PEK,04:55PM CST,HGH,06:39PM CST,Completed
B-659J,11-Jan-2026,HGH,12:55PM CST,PEK,03:25PM CST,Completed
B-659J,11-Jan-2026,PEK,09:53AM CST,HGH,11:35AM CST,Completed
B-659K,11-Jan-2026,XIY,07:48PM CST,PEK,09:45PM CST,Completed
B-659K,11-Jan-2026,PEK,04:13PM CST,XIY,06:16PM CST,Completed
B-659K,11-Jan-2026,CTU,11:46AM CST,PEK,02:03PM CST,Completed
B-659K,11-Jan-2026,PEK,07:38AM CST,CTU,10:27AM CST,Completed
