registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,03-Mar-2026,PEK,08:45PM CST,SHA,11:04PM CST,Completed
B-919A,03-Mar-2026,SHA,04:54PM CST,PEK,07:09PM CST,Completed
B-919A,03-Mar-2026,XIY,01:29PM CST,SHA,03:42PM CST,Completed
B-919A,03-Mar-2026,SHA,09:41AM CST,XIY,12:40PM CST,Completed
B-919C,03-Mar-2026,TFU,07:23PM CST,SHA,09:56PM CST,Completed
B-919C,03-Mar-2026,SHA,02:20PM CST,TFU,05:46PM CST,Completed
B-919C,03-Mar-2026,XMN,10:40AM CST,SHA,12:19PM CST,Completed
B-919C,03-Mar-2026,XMN,10:55AM CST,(?),(?),Completed
B-919C,03-Mar-2026,SHA,07:50AM CST,XMN,09:41AM CST,Completed
B-919D,03-Mar-2026,PKX,07:10PM CST,SHA,09:15PM CST,Completed
B-919D,03-Mar-2026,SHA,03:21PM CST,PKX,05:29PM CST,Completed
B-919D,03-Mar-2026,XIY,11:53AM CST,SHA,02:28PM CST,Completed
B-919D,03-Mar-2026,SHA,08:06AM CST,XIY,10:47AM CST,Completed
B-919E,03-Mar-2026,XMN,07:27PM CST,TFU,10:38PM CST,Completed
B-919E,03-Mar-2026,TFU,03:54PM CST,XMN,06:29PM CST,Completed
B-919E,03-Mar-2026,XMN,11:47AM CST,TFU,02:55PM CST,Completed
B-919E,03-Mar-2026,TFU,08:10AM CST,XMN,10:50AM CST,Completed
B-919F,03-Mar-2026,SHA,08:24PM CST,XIY,10:52PM CST,Completed
B-919F,03-Mar-2026,XIY,04:49PM CST,SHA,07:14PM CST,Completed
B-919F,03-Mar-2026,SHA,12:20PM CST,XIY,03:03PM CST,Completed
B-919F,03-Mar-2026,XIY,08:51AM CST,SHA,11:16AM CST,Completed
B-919G,03-Mar-2026,XIY,07:19PM CST,SHA,09:31PM CST,Completed
B-919G,03-Mar-2026,SHA,03:26PM CST,XIY,06:10PM CST,Completed
B-919G,03-Mar-2026,HKG,11:51AM HKT,SHA,02:11PM CST,Completed
B-919G,03-Mar-2026,SHA,07:48AM CST,HKG,10:27AM HKT,Completed
B-919H,03-Mar-2026,XMN,05:51PM CST,SHA,07:32PM CST,Completed
B-919H,03-Mar-2026,SHA,02:56PM CST,XMN,04:47PM CST,Completed
B-919H,03-Mar-2026,XMN,11:50AM CST,SHA,01:37PM CST,Completed
B-919H,03-Mar-2026,SHA,08:56AM CST,XMN,10:45AM CST,Completed
B-657S,03-Mar-2026,CAN,09:29PM CST,SHA,11:33PM CST,Completed
B-657S,03-Mar-2026,SHA,05:32PM CST,CAN,08:16PM CST,Completed
B-657S,03-Mar-2026,CKG,01:41PM CST,SHA,04:01PM CST,Completed
B-657S,03-Mar-2026,SHA,09:49AM CST,CKG,12:53PM CST,Completed
B-657T,03-Mar-2026,PEK,06:23PM CST,SHA,08:44PM CST,Completed
B-657T,03-Mar-2026,SHA,02:19PM CST,PEK,04:34PM CST,Completed
B-657T,03-Mar-2026,WUH,11:50AM CST,SHA,01:18PM CST,Completed
B-657T,03-Mar-2026,SHA,08:53AM CST,WUH,10:38AM CST,Completed
