registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,07-Feb-2026,XMN,05:51PM CST,SHA,07:38PM CST,Completed
B-919A,07-Feb-2026,SHA,02:58PM CST,XMN,04:50PM CST,Completed
B-919A,07-Feb-2026,WUH,12:08PM CST,SHA,01:41PM CST,Completed
B-919A,07-Feb-2026,SHA,09:26AM CST,(?),10:21AM CST (?),Completed
B-919C,07-Feb-2026,SHA,11:01PM CST,XIY,01:42AM CST (+1),Completed
B-919C,07-Feb-2026,PKX,07:05PM CST,SHA,09:10PM CST,Completed
B-919C,07-Feb-2026,SHA,03:28PM CST,PKX,05:45PM CST,Completed
B-919C,07-Feb-2026,XIY,11:50AM CST,SHA,02:14PM CST,Completed
B-919C,07-Feb-2026,SHA,08:11AM CST,(?),08:56AM CST (?),Completed
B-919D,07-Feb-2026,ZUH,08:22PM CST,SHA,10:31PM CST,Completed
B-919D,07-Feb-2026,SHA,04:41PM CST,ZUH,07:19PM CST,Completed
B-919D,07-Feb-2026,XIY,12:57PM CST,SHA,03:21PM CST,Completed
B-919D,07-Feb-2026,SHA,09:11AM CST,(?),10:00AM CST (?),Completed
B-919E,07-Feb-2026,SHA,08:33PM CST,TFU,11:58PM CST,Completed
B-919E,07-Feb-2026,TFU,04:51PM CST,SHA,07:15PM CST,Completed
B-919E,07-Feb-2026,SHA,12:19PM CST,TFU,04:02PM CST,Completed
B-919F,07-Feb-2026,PKX,07:56PM CST,XIY,10:01PM CST,Completed
B-919F,07-Feb-2026,XIY,03:53PM CST,PKX,05:47PM CST,Completed
B-919F,07-Feb-2026,XIY,06:54AM CST,CAN,09:47AM CST,Completed
B-919H,07-Feb-2026,XMN,07:29PM CST,TFU,10:54PM CST,Completed
B-919H,07-Feb-2026,TFU,03:51PM CST,XMN,06:18PM CST,Completed
B-657S,07-Feb-2026,XIY,07:20PM CST,SHA,09:37PM CST,Completed
B-657S,07-Feb-2026,SHA,03:21PM CST,XIY,06:12PM CST,Completed
B-657S,07-Feb-2026,ZUH,11:59AM CST,SHA,02:09PM CST,Completed
B-657S,07-Feb-2026,SHA,08:18AM CST,(?),09:06AM CST (?),Completed
B-657T,07-Feb-2026,XMN,11:49AM CST,TFU,03:10PM CST,Completed
B-657T,07-Feb-2026,TFU,08:28AM CST,XMN,10:51AM CST,Completed
B-658E,07-Feb-2026,XIY,04:08PM CST,SHA,06:19PM CST,Completed
B-658E,07-Feb-2026,PVG,12:03PM CST,XIY,03:09PM CST,Completed
B-658E,07-Feb-2026,XIY,07:55AM CST,PVG,10:09AM CST,Completed
B-658U,07-Feb-2026,CKG,07:49PM CST,SHA,09:50PM CST,Completed
B-658U,07-Feb-2026,SHA,03:28PM CST,CKG,06:54PM CST,Completed
B-658U,07-Feb-2026,HKG,11:56AM HKT,SHA,02:12PM CST,Completed
B-658U,07-Feb-2026,SHA,07:52AM CST,HKG,10:37AM HKT,Completed
B-658V,07-Feb-2026,TFU,07:19PM CST,SHA,09:51PM CST,Completed
B-658V,07-Feb-2026,SHA,02:31PM CST,TFU,06:03PM CST,Completed
B-658V,07-Feb-2026,XMN,10:45AM CST,SHA,12:35PM CST,Completed
B-658V,07-Feb-2026,SHA,07:53AM CST,XMN,09:45AM CST,Completed
B-65A0,07-Feb-2026,XIY,08:52PM CST,SHA,11:11PM CST,Completed
B-65A0,07-Feb-2026,SHA,05:13PM CST,XIY,07:51PM CST,Completed
B-65A0,07-Feb-2026,CKG,01:54PM CST,SHA,04:06PM CST,Completed
B-65A0,07-Feb-2026,SHA,09:38AM CST,CKG,01:02PM CST,Completed
B-919X,07-Feb-2026,XIY,08:49PM CST,PEK,10:50PM CST,Completed
B-919X,07-Feb-2026,PEK,05:29PM CST,XIY,07:12PM CST,Completed
B-919X,07-Feb-2026,HGH,01:25PM CST,PEK,03:58PM CST,Completed
B-919X,07-Feb-2026,PEK,10:14AM CST,HGH,12:16PM CST,Completed
