registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,01-Mar-2026,SHA,10:51PM CST,XIY,01:27AM CST (+1),Completed
B-919A,01-Mar-2026,XIY,07:20PM CST,SHA,09:41PM CST,Completed
B-919A,01-Mar-2026,SHA,03:26PM CST,XIY,06:08PM CST,Completed
B-919A,01-Mar-2026,ZUH,11:54AM CST,SHA,02:15PM CST,Completed
B-919A,01-Mar-2026,SHA,08:25AM CST,ZUH,11:09AM CST,Completed
B-919C,01-Mar-2026,XIY,08:46PM CST,SHA,11:07PM CST,Completed
B-919C,01-Mar-2026,SHA,05:03PM CST,XIY,07:42PM CST,Completed
B-919C,01-Mar-2026,CKG,01:49PM CST,SHA,04:04PM CST,Completed
B-919C,01-Mar-2026,SHA,09:43AM CST,CKG,12:58PM CST,Completed
B-919C,01-Mar-2026,XIY,06:27AM CST,SHA,08:39AM CST,Completed
B-919D,01-Mar-2026,CKG,07:57PM CST,SHA,10:14PM CST,Completed
B-919D,01-Mar-2026,SHA,03:31PM CST,CKG,06:36PM CST,Completed
B-919D,01-Mar-2026,HKG,11:55AM HKT,SHA,02:15PM CST,Completed
B-919D,01-Mar-2026,SHA,07:56AM CST,HKG,10:39AM HKT,Completed
B-919E,01-Mar-2026,XMN,07:49PM CST,TFU,10:43PM CST,Completed
B-919E,01-Mar-2026,TFU,04:20PM CST,XMN,06:59PM CST,Completed
B-919E,01-Mar-2026,XMN,11:58AM CST,TFU,03:26PM CST,Completed
B-919E,01-Mar-2026,TFU,08:15AM CST,XMN,11:06AM CST,Completed
B-919G,01-Mar-2026,PKX,07:10PM CST,SHA,09:24PM CST,Completed
B-919G,01-Mar-2026,SHA,03:33PM CST,PKX,05:41PM CST,Completed
B-919G,01-Mar-2026,XIY,12:06PM CST,SHA,02:28PM CST,Completed
B-919G,01-Mar-2026,SHA,08:17AM CST,XIY,11:14AM CST,Completed
B-919H,01-Mar-2026,SHA,08:33PM CST,TFU,11:50PM CST,Completed
B-919H,01-Mar-2026,TFU,04:54PM CST,SHA,07:36PM CST,Completed
B-919H,01-Mar-2026,SHA,12:23PM CST,TFU,03:56PM CST,Completed
B-657S,01-Mar-2026,N/A,02:43PM CST,N/A,N/A,Completed
B-657S,01-Mar-2026,PEK,06:16PM CST,SHA,08:42PM CST,Completed
B-657S,01-Mar-2026,SHA,02:28PM CST,PEK,04:38PM CST,Completed
B-657S,01-Mar-2026,N/A,01:16PM CST,N/A,01:19PM CST,Completed
B-657S,01-Mar-2026,SHA,09:24AM CST,WUH,11:23AM CST,Completed
B-657T,01-Mar-2026,ZUH,08:36PM CST,N/A,N/A,Completed
B-657T,01-Mar-2026,ZUH,08:22PM CST,SHA,10:24PM CST,Completed
B-657T,01-Mar-2026,SHA,04:44PM CST,ZUH,07:21PM CST,Completed
B-657T,01-Mar-2026,XIY,12:55PM CST,SHA,03:18PM CST,Completed
B-657T,01-Mar-2026,SHA,09:12AM CST,XIY,11:46AM CST,Completed
B-658E,01-Mar-2026,CAN,06:53PM CST,SHA,09:16PM CST,Completed
B-658E,01-Mar-2026,SHA,02:36PM CST,CAN,04:51PM CST,Completed
B-658E,01-Mar-2026,PEK,10:56AM CST,SHA,01:28PM CST,Completed
B-658E,01-Mar-2026,SHA,07:00AM CST,PEK,09:06AM CST,Completed
B-658V,01-Mar-2026,N/A,02:34PM CST,N/A,N/A,Completed
B-658V,01-Mar-2026,TFU,07:33PM CST,SHA,10:00PM CST,Completed
B-658V,01-Mar-2026,SHA,02:19PM CST,TFU,05:46PM CST,Completed
B-658V,01-Mar-2026,XMN,10:46AM CST,SHA,12:33PM CST,Completed
B-658V,01-Mar-2026,SHA,07:55AM CST,XMN,09:58AM CST,Completed
B-65A0,01-Mar-2026,PEK,09:22PM CST,SHA,11:56PM CST,Completed
B-65A0,01-Mar-2026,SHA,05:57PM CST,PEK,08:01PM CST,Completed
B-65A0,01-Mar-2026,TYN,12:19PM CST,SHA,02:23PM CST,Completed
B-65A0,01-Mar-2026,SHA,09:04AM CST,TYN,11:37AM CST,Completed
B-919X,01-Mar-2026,N/A,06:01PM CST,N/A,06:33PM CST,Completed
B-919X,01-Mar-2026,N/A,06:34AM CST,N/A,07:02AM CST,Completed
B-919Z,01-Mar-2026,XIY,06:32PM CST,PEK,08:28PM CST,Completed
B-919Z,01-Mar-2026,PEK,03:08PM CST,XIY,05:06PM CST,Completed
B-919Z,01-Mar-2026,XIY,11:19AM CST,PEK,01:06PM CST,Completed
B-919Z,01-Mar-2026,PEK,07:19AM CST,XIY,09:22AM CST,Completed
B-919J,01-Mar-2026,CAN,02:35PM CST,NGB,04:43PM CST,Completed
B-919J,01-Mar-2026,CAN,08:04AM CST,NGB,10:10AM CST,Completed
B-657J,01-Mar-2026,XIY,05:51PM CST,CAN,08:49PM CST,Completed
B-657J,01-Mar-2026,CAN,02:14PM CST,XIY,04:50PM CST,Completed
B-657X,01-Mar-2026,XIY,09:00PM CST,CAN,11:59PM CST,Completed
B-657X,01-Mar-2026,CAN,05:02PM CST,XIY,07:38PM CST,Completed
B-657X,01-Mar-2026,CAN,11:01AM CST,WUH,12:40PM CST,Completed
B-657X,01-Mar-2026,CSX,08:05AM CST,CAN,09:48AM CST,Completed
B-658H,01-Mar-2026,CSX,09:42PM CST,PEK,11:57PM CST,Completed
B-658H,01-Mar-2026,PEK,05:41PM CST,CSX,07:51PM CST,Completed
B-658H,01-Mar-2026,CSX,12:43PM CST,PEK,02:42PM CST,Completed
B-658H,01-Mar-2026,N/A,12:41PM CST,N/A,01:34PM CST,Completed
B-658H,01-Mar-2026,PEK,08:36AM CST,CSX,11:07AM CST,Completed
B-658J,01-Mar-2026,XIY,07:37PM CST,PEK,09:22PM CST,Completed
B-658J,01-Mar-2026,PEK,04:06PM CST,XIY,06:05PM CST,Completed
B-658J,01-Mar-2026,CTU,11:54AM CST,PEK,02:23PM CST,Completed
B-658J,01-Mar-2026,PEK,07:50AM CST,CTU,10:31AM CST,Completed
B-658Q,01-Mar-2026,N/A,08:41PM CST,N/A,09:43PM CST,Completed
B-658Q,01-Mar-2026,CSX,08:37PM CST,PEK,10:34PM CST,Completed
B-658Q,01-Mar-2026,PEK,04:59PM CST,CSX,07:19PM CST,Completed
B-658Q,01-Mar-2026,HGH,01:02PM CST,PEK,03:13PM CST,Completed
B-658Q,01-Mar-2026,PEK,09:40AM CST,HGH,11:34AM CST,Completed
B-658R,01-Mar-2026,PEK,06:20PM CST,WUH,08:25PM CST,Completed
B-658R,01-Mar-2026,HKG,01:25PM HKT,PEK,04:41PM CST,Completed
B-658R,01-Mar-2026,PEK,08:21AM CST,HKG,11:44AM HKT,Completed
B-658N,01-Mar-2026,PKX,09:26PM CST,CSX,11:58PM CST,Completed
B-658N,01-Mar-2026,CSX,05:23PM CST,PKX,08:03PM CST,Completed
B-658N,01-Mar-2026,PKX,01:02PM CST,CSX,03:38PM CST,Completed
B-658N,01-Mar-2026,CSX,09:31AM CST,PKX,11:37AM CST,Completed
B-658P,01-Mar-2026,CAN,03:40PM CST,NKG,05:49PM CST,Completed
B-658P,01-Mar-2026,CAN,08:11AM CST,NKG,10:27AM CST,Completed
B-658X,01-Mar-2026,CAN,05:04PM CST,WUH,06:41PM CST,Completed
B-658X,01-Mar-2026,N/A,10:44AM CST,(?),(?),Completed
B-658X,01-Mar-2026,CAN,10:16AM CST,NKG,12:38PM CST,Completed
B-658W,01-Mar-2026,CAN,03:22PM CST,HGH,05:19PM CST,Completed
B-658W,01-Mar-2026,XIY,11:11AM CST,CAN,02:12PM CST,Completed
B-658W,01-Mar-2026,CAN,07:20AM CST,XIY,09:51AM CST,Completed
B-658Y,01-Mar-2026,PVG,09:52PM CST,CSX,11:57PM CST,Completed
B-658Y,01-Mar-2026,CSX,06:34PM CST,PVG,08:28PM CST,Completed
B-658Y,01-Mar-2026,CAN,02:56PM CST,CSX,04:23PM CST,Completed
B-658Y,01-Mar-2026,CAN,08:58AM CST,CSX,10:24AM CST,Completed
B-659J,01-Mar-2026,CKG,09:29PM CST,PEK,11:27PM CST,Completed
