registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,26-Feb-2026,XIY,07:24PM CST,SHA,09:43PM CST,Completed
B-919A,26-Feb-2026,SHA,03:48PM CST,XIY,06:21PM CST,Completed
B-919A,26-Feb-2026,ZUH,12:48PM CST,SHA,03:03PM CST,Completed
B-919A,26-Feb-2026,SHA,08:27AM CST,ZUH,11:18AM CST,Completed
B-919C,26-Feb-2026,PEK,06:21PM CST,SHA,08:27PM CST,Completed
B-919C,26-Feb-2026,SHA,02:41PM CST,PEK,05:06PM CST,Completed
B-919C,26-Feb-2026,WUH,12:07PM CST,SHA,01:44PM CST,Completed
B-919C,26-Feb-2026,SHA,09:13AM CST,WUH,11:26AM CST,Completed
B-919D,26-Feb-2026,SHA,08:29PM CST,TFU,11:44PM CST,Completed
B-919D,26-Feb-2026,TFU,05:00PM CST,SHA,07:32PM CST,Completed
B-919D,26-Feb-2026,SHA,12:29PM CST,TFU,03:55PM CST,Completed
B-919D,26-Feb-2026,TFU,08:55AM CST,SHA,11:35AM CST,Completed
B-919E,26-Feb-2026,XIY,08:56PM CST,SHA,11:19PM CST,Completed
B-919E,26-Feb-2026,SHA,05:29PM CST,XIY,08:06PM CST,Completed
B-919E,26-Feb-2026,CKG,01:47PM CST,SHA,03:59PM CST,Completed
B-919E,26-Feb-2026,SHA,09:42AM CST,CKG,12:53PM CST,Completed
B-919E,26-Feb-2026,XIY,06:21AM CST,SHA,08:48AM CST,Completed
B-919F,26-Feb-2026,SHA,10:53PM CST,XIY,01:24AM CST (+1),Completed
B-919F,26-Feb-2026,PKX,07:10PM CST,SHA,09:15PM CST,Completed
B-919F,26-Feb-2026,SHA,03:25PM CST,PKX,05:36PM CST,Completed
B-919F,26-Feb-2026,XIY,11:53AM CST,SHA,02:17PM CST,Completed
B-919F,26-Feb-2026,SHA,08:29AM CST,N/A,08:41AM CST,Completed
B-919G,26-Feb-2026,SHA,07:53PM CST,XIY,10:31PM CST,Completed
B-919G,26-Feb-2026,XIY,03:56PM CST,SHA,06:17PM CST,Completed
B-919G,26-Feb-2026,PVG,11:58AM CST,XIY,02:50PM CST,Completed
B-919G,26-Feb-2026,XIY,07:57AM CST,PVG,10:33AM CST,Completed
B-919H,26-Feb-2026,N/A,06:27PM CST,N/A,N/A,Completed
B-919H,26-Feb-2026,XMN,07:39PM CST,TFU,10:54PM CST,Completed
B-919H,26-Feb-2026,TFU,04:01PM CST,XMN,06:40PM CST,Completed
B-919H,26-Feb-2026,XMN,11:53AM CST,TFU,03:01PM CST,Completed
B-919H,26-Feb-2026,TFU,08:16AM CST,XMN,11:04AM CST,Completed
B-657S,26-Feb-2026,XMN,05:58PM CST,SHA,07:47PM CST,Completed
B-657S,26-Feb-2026,SHA,03:02PM CST,XMN,04:59PM CST,Completed
B-657S,26-Feb-2026,XMN,11:45AM CST,SHA,01:38PM CST,Completed
B-657S,26-Feb-2026,SHA,09:03AM CST,XMN,10:59AM CST,Completed
B-657T,26-Feb-2026,ZUH,08:49PM CST,N/A,N/A,Completed
B-657T,26-Feb-2026,ZUH,08:34PM CST,SHA,10:48PM CST,Completed
B-657T,26-Feb-2026,SHA,04:40PM CST,ZUH,07:37PM CST,Completed
B-657T,26-Feb-2026,XIY,01:00PM CST,SHA,03:25PM CST,Completed
B-657T,26-Feb-2026,SHA,09:16AM CST,XIY,12:08PM CST,Completed
B-658E,26-Feb-2026,CAN,06:25PM CST,SHA,08:44PM CST,Completed
B-658E,26-Feb-2026,SHA,02:28PM CST,CAN,04:58PM CST,Completed
B-658E,26-Feb-2026,PEK,10:49AM CST,SHA,01:03PM CST,Completed
B-658E,26-Feb-2026,SHA,06:59AM CST,PEK,09:10AM CST,Completed
B-658U,26-Feb-2026,CKG,07:49PM CST,SHA,10:04PM CST,Completed
