registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,23-Jan-2026,TFU,07:22PM CST,SHA,09:46PM CST,Completed
B-919A,23-Jan-2026,SHA,02:32PM CST,TFU,06:02PM CST,Completed
B-919A,23-Jan-2026,N/A,11:36AM CST,N/A,11:40AM CST,Completed
B-919A,23-Jan-2026,SHA,07:28AM CST,WUH,09:30AM CST,Completed
B-919D,23-Jan-2026,XIY,08:52PM CST,SHA,11:12PM CST,Completed
B-919D,23-Jan-2026,SHA,04:53PM CST,XIY,08:07PM CST,Completed
B-919D,23-Jan-2026,TFU,12:20PM CST,SHA,02:47PM CST,Completed
B-919D,23-Jan-2026,SHA,07:38AM CST,TFU,11:05AM CST,Completed
B-919E,23-Jan-2026,PEK,06:25PM CST,SHA,08:42PM CST,Completed
B-919E,23-Jan-2026,SHA,03:08PM CST,PEK,05:34PM CST,Completed
B-919E,23-Jan-2026,WUH,12:32PM CST,SHA,01:57PM CST,Completed
B-919E,23-Jan-2026,SHA,09:42AM CST,WUH,11:49AM CST,Completed
B-919F,23-Jan-2026,PKX,07:15PM CST,SHA,09:17PM CST,Completed
B-919F,23-Jan-2026,SHA,03:31PM CST,PKX,06:09PM CST,Completed
B-919F,23-Jan-2026,XIY,12:10PM CST,SHA,02:22PM CST,Completed
B-919F,23-Jan-2026,SHA,08:08AM CST,XIY,11:24AM CST,Completed
B-919G,23-Jan-2026,SHA,07:47PM CST,XIY,10:32PM CST,Completed
B-919G,23-Jan-2026,XIY,04:05PM CST,SHA,06:18PM CST,Completed
B-919G,23-Jan-2026,PVG,11:52AM CST,XIY,02:57PM CST,Completed
B-919G,23-Jan-2026,XIY,07:49AM CST,PVG,10:25AM CST,Completed
B-919H,23-Jan-2026,XMN,09:06PM CST,TFU,12:14AM CST (+1),Completed
B-919H,23-Jan-2026,TFU,05:31PM CST,XMN,08:10PM CST,Completed
B-919H,23-Jan-2026,XMN,01:19PM CST,TFU,04:35PM CST,Completed
B-919H,23-Jan-2026,TFU,09:41AM CST,XMN,12:12PM CST,Completed
B-657T,23-Jan-2026,CAN,06:19PM CST,SHA,08:28PM CST,Completed
B-657T,23-Jan-2026,SHA,02:22PM CST,CAN,04:52PM CST,Completed
B-657T,23-Jan-2026,XMN,10:39AM CST,SHA,12:42PM CST,Completed
B-657T,23-Jan-2026,SHA,08:00AM CST,XMN,09:49AM CST,Completed
B-658E,23-Jan-2026,CKG,09:22PM CST,SHA,11:32PM CST,Completed
B-658E,23-Jan-2026,SHA,05:06PM CST,CKG,08:23PM CST,Completed
B-658E,23-Jan-2026,XIY,01:12PM CST,SHA,03:32PM CST,Completed
B-658E,23-Jan-2026,SHA,09:19AM CST,XIY,12:19PM CST,Completed
B-658U,23-Jan-2026,TFU,08:27PM CST,SHA,11:06PM CST,Completed
B-658U,23-Jan-2026,SHA,03:28PM CST,TFU,07:14PM CST,Completed
B-658U,23-Jan-2026,HKG,11:54AM HKT,SHA,02:16PM CST,Completed
B-658U,23-Jan-2026,SHA,07:59AM CST,HKG,10:36AM HKT,Completed
B-658V,23-Jan-2026,SHA,09:15PM CST,TFU,12:41AM CST (+1),Completed
B-658V,23-Jan-2026,TFU,05:51PM CST,SHA,08:26PM CST,Completed
B-658V,23-Jan-2026,SHA,01:06PM CST,TFU,04:52PM CST,Completed
B-658V,23-Jan-2026,TFU,09:40AM CST,SHA,11:58AM CST,Completed
B-659Z,23-Jan-2026,CKG,07:52PM CST,SHA,10:13PM CST,Completed
B-659Z,23-Jan-2026,SHA,03:19PM CST,CKG,06:26PM CST,Completed
B-659Z,23-Jan-2026,TYN,12:20PM CST,SHA,02:27PM CST,Completed
