registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,04-Jan-2026,TFU,07:17PM CST,SHA,09:43PM CST,Completed
B-919A,04-Jan-2026,SHA,02:21PM CST,TFU,05:47PM CST,Completed
B-919A,04-Jan-2026,XMN,10:36AM CST,SHA,12:20PM CST,Completed
B-919A,04-Jan-2026,SHA,07:57AM CST,XMN,09:50AM CST,Completed
B-919D,04-Jan-2026,XIY,08:48PM CST,SHA,10:55PM CST,Completed
B-919D,04-Jan-2026,SHA,04:55PM CST,XIY,07:37PM CST,Completed
B-919D,04-Jan-2026,TFU,12:20PM CST,SHA,02:54PM CST,Completed
B-919D,04-Jan-2026,SHA,07:29AM CST,TFU,11:06AM CST,Completed
B-919E,04-Jan-2026,SHA,08:18PM CST,TFU,11:29PM CST,Completed
B-919E,04-Jan-2026,XIY,04:54PM CST,SHA,07:17PM CST,Completed
B-919E,04-Jan-2026,SHA,12:21PM CST,XIY,03:05PM CST,Completed
B-919E,04-Jan-2026,XIY,08:52AM CST,SHA,11:11AM CST,Completed
B-919F,04-Jan-2026,XMN,07:29PM CST,TFU,10:59PM CST,Completed
B-919F,04-Jan-2026,TFU,03:48PM CST,XMN,06:13PM CST,Completed
B-919F,04-Jan-2026,XMN,11:44AM CST,TFU,02:55PM CST,Completed
B-919F,04-Jan-2026,TFU,08:08AM CST,XMN,10:42AM CST,Completed
B-919G,04-Jan-2026,XMN,06:02PM CST,SHA,07:48PM CST,Completed
B-919G,04-Jan-2026,SHA,02:45PM CST,XMN,04:37PM CST,Completed
B-919G,04-Jan-2026,XMN,11:52AM CST,SHA,01:40PM CST,Completed
B-919G,04-Jan-2026,SHA,08:54AM CST,XMN,10:48AM CST,Completed
B-919H,04-Jan-2026,CAN,09:27PM CST,SHA,11:19PM CST,Completed
B-919H,04-Jan-2026,SHA,05:39PM CST,CAN,08:14PM CST,Completed
B-919H,04-Jan-2026,CKG,01:44PM CST,SHA,03:46PM CST,Completed
B-919H,04-Jan-2026,SHA,09:34AM CST,(?),10:26AM CST (?),Completed
B-657S,04-Jan-2026,SHA,05:10PM CST,CKG,08:28PM CST,Completed
B-657S,04-Jan-2026,XIY,12:59PM CST,SHA,03:10PM CST,Completed
B-657S,04-Jan-2026,SHA,09:10AM CST,XIY,11:59AM CST,Completed
B-657T,04-Jan-2026,PKX,07:07PM CST,SHA,09:13PM CST,Completed
B-657T,04-Jan-2026,SHA,03:16PM CST,PKX,05:21PM CST,Completed
B-657T,04-Jan-2026,XIY,11:49AM CST,SHA,01:59PM CST,Completed
B-657T,04-Jan-2026,SHA,08:10AM CST,XIY,10:51AM CST,Completed
B-658E,04-Jan-2026,WUH,11:53AM CST,SHA,01:19PM CST,Completed
B-658E,04-Jan-2026,SHA,09:07AM CST,WUH,11:04AM CST,Completed
B-658U,04-Jan-2026,TFU,08:19PM CST,SHA,10:55PM CST,Completed
B-658U,04-Jan-2026,SHA,03:26PM CST,TFU,06:41PM CST,Completed
B-658U,04-Jan-2026,HKG,11:55AM HKT,SHA,02:11PM CST,Completed
B-658U,04-Jan-2026,SHA,07:53AM CST,HKG,10:38AM HKT,Completed
B-658V,04-Jan-2026,SHA,08:31PM CST,XIY,10:53PM CST,Completed
B-658V,04-Jan-2026,TFU,04:56PM CST,SHA,07:34PM CST,Completed
B-658V,04-Jan-2026,SHA,12:15PM CST,TFU,03:30PM CST,Completed
B-658V,04-Jan-2026,TFU,08:50AM CST,SHA,11:11AM CST,Completed
