registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,06-Feb-2026,XIY,08:54PM CST,SHA,11:09PM CST,Completed
B-919A,06-Feb-2026,SHA,04:58PM CST,XIY,07:48PM CST,Completed
B-919A,06-Feb-2026,XIY,12:58PM CST,SHA,03:21PM CST,Completed
B-919A,06-Feb-2026,SHA,09:14AM CST,XIY,11:57AM CST,Completed
B-919D,06-Feb-2026,PKX,07:07PM CST,SHA,09:25PM CST,Completed
B-919D,06-Feb-2026,SHA,03:22PM CST,PKX,05:21PM CST,Completed
B-919D,06-Feb-2026,SHA,08:16AM CST,XIY,11:02AM CST,Completed
B-919E,06-Feb-2026,TFU,07:22PM CST,SHA,09:51PM CST,Completed
B-919E,06-Feb-2026,XMN,10:38AM CST,SHA,12:20PM CST,Completed
B-919E,06-Feb-2026,SHA,07:53AM CST,XMN,09:43AM CST,Completed
B-919F,06-Feb-2026,SHA,08:07PM CST,XIY,10:55PM CST,Completed
B-919F,06-Feb-2026,XIY,04:16PM CST,SHA,06:40PM CST,Completed
B-919F,06-Feb-2026,PVG,12:28PM CST,XIY,03:23PM CST,Completed
B-919F,06-Feb-2026,XIY,07:54AM CST,PVG,10:24AM CST,Completed
B-919H,06-Feb-2026,SHA,08:44PM CST,TFU,12:27AM CST (+1),Completed
B-919H,06-Feb-2026,TFU,04:56PM CST,SHA,07:33PM CST,Completed
B-657S,06-Feb-2026,ZUH,08:32PM CST,SHA,10:36PM CST,Completed
B-657S,06-Feb-2026,SHA,04:47PM CST,ZUH,07:33PM CST,Completed
B-657S,06-Feb-2026,N/A,11:27AM CST,N/A,11:33AM CST,Completed
B-657T,06-Feb-2026,XMN,07:44PM CST,TFU,11:06PM CST,Completed
B-657T,06-Feb-2026,TFU,04:05PM CST,XMN,06:54PM CST,Completed
B-657T,06-Feb-2026,XMN,11:47AM CST,TFU,03:03PM CST,Completed
B-657T,06-Feb-2026,TFU,08:10AM CST,XMN,10:47AM CST,Completed
B-658E,06-Feb-2026,PKX,07:54PM CST,XIY,10:03PM CST,Completed
B-658E,06-Feb-2026,XIY,03:46PM CST,PKX,05:48PM CST,Completed
B-658E,06-Feb-2026,XIY,06:50AM CST,CAN,10:23AM CST,Completed
B-658U,06-Feb-2026,CKG,09:27PM CST,SHA,11:39PM CST,Completed
B-659Z,06-Feb-2026,TYN,02:12PM CST,SHA,05:11PM CST,Completed
B-65A0,06-Feb-2026,CKG,07:53PM CST,SHA,10:13PM CST,Completed
B-65A0,06-Feb-2026,N/A,03:48PM CST,N/A,04:19PM CST,Completed
B-65A0,06-Feb-2026,HKG,11:57AM HKT,SHA,02:09PM CST,Completed
B-65A0,06-Feb-2026,SHA,07:55AM CST,HKG,10:45AM HKT,Completed
