registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,19-Jan-2026,PKX,07:08PM CST,SHA,09:19PM CST,Completed
B-919A,19-Jan-2026,XIY,03:47PM CST,PKX,06:13PM CST,Completed
B-919A,19-Jan-2026,CAN,10:55AM CST,XIY,01:37PM CST,Completed
B-919A,19-Jan-2026,XIY,06:56AM CST,CAN,09:52AM CST,Completed
B-919E,19-Jan-2026,XIY,09:14PM CST,SHA,12:03AM CST (+1),Completed
B-919E,19-Jan-2026,SHA,05:03PM CST,XIY,07:58PM CST,Completed
B-919E,19-Jan-2026,TFU,12:29PM CST,SHA,02:55PM CST,Completed
B-919E,19-Jan-2026,SHA,07:20AM CST,TFU,10:36AM CST,Completed
B-919F,19-Jan-2026,XMN,05:43PM CST,SHA,07:32PM CST,Completed
B-919F,19-Jan-2026,SHA,02:40PM CST,XMN,04:28PM CST,Completed
B-919F,19-Jan-2026,XMN,11:44AM CST,SHA,01:25PM CST,Completed
B-919F,19-Jan-2026,SHA,08:56AM CST,XMN,10:44AM CST,Completed
B-919G,19-Jan-2026,CKG,09:28PM CST,SHA,11:42PM CST,Completed
B-919G,19-Jan-2026,SHA,05:12PM CST,CKG,08:19PM CST,Completed
B-919G,19-Jan-2026,XIY,12:57PM CST,SHA,03:38PM CST,Completed
B-919G,19-Jan-2026,SHA,09:22AM CST,XIY,12:02PM CST,Completed
B-919H,19-Jan-2026,XMN,07:29PM CST,TFU,10:53PM CST,Completed
B-919H,19-Jan-2026,TFU,03:49PM CST,XMN,06:12PM CST,Completed
B-919H,19-Jan-2026,XMN,11:54AM CST,TFU,03:01PM CST,Completed
B-919H,19-Jan-2026,TFU,08:07AM CST,XMN,11:02AM CST,Completed
B-657S,19-Jan-2026,CKG,07:53PM CST,SHA,10:20PM CST,Completed
B-657S,19-Jan-2026,SHA,03:30PM CST,CKG,06:27PM CST,Completed
B-657S,19-Jan-2026,TYN,12:03PM CST,SHA,02:24PM CST,Completed
B-657S,19-Jan-2026,SHA,09:07AM CST,TYN,11:28AM CST,Completed
B-657T,19-Jan-2026,PKX,07:50PM CST,XIY,10:04PM CST,Completed
B-657T,19-Jan-2026,SHA,03:34PM CST,PKX,05:39PM CST,Completed
B-657T,19-Jan-2026,XIY,12:08PM CST,SHA,02:31PM CST,Completed
B-657T,19-Jan-2026,SHA,08:08AM CST,XIY,10:44AM CST,Completed
B-658E,19-Jan-2026,CAN,09:25PM CST,SHA,11:24PM CST,Completed
B-658E,19-Jan-2026,SHA,05:26PM CST,CAN,08:05PM CST,Completed
B-658E,19-Jan-2026,CKG,01:41PM CST,SHA,04:00PM CST,Completed
B-658E,19-Jan-2026,SHA,09:36AM CST,CKG,12:35PM CST,Completed
B-658U,19-Jan-2026,SHA,08:36PM CST,TFU,11:58PM CST,Completed
B-658U,19-Jan-2026,TFU,05:00PM CST,SHA,07:31PM CST,Completed
B-658U,19-Jan-2026,SHA,12:16PM CST,TFU,03:46PM CST,Completed
B-658U,19-Jan-2026,TFU,08:50AM CST,SHA,11:15AM CST,Completed
B-658V,19-Jan-2026,XMN,10:56AM CST,N/A,N/A,Completed
B-658V,19-Jan-2026,TFU,07:25PM CST,SHA,09:57PM CST,Completed
B-658V,19-Jan-2026,SHA,02:32PM CST,TFU,05:49PM CST,Completed
B-658V,19-Jan-2026,XMN,10:35AM CST,SHA,12:24PM CST,Completed
B-658V,19-Jan-2026,SHA,07:50AM CST,XMN,09:40AM CST,Completed
B-659Z,19-Jan-2026,PEK,06:19PM CST,SHA,08:35PM CST,Completed
B-659Z,19-Jan-2026,SHA,02:24PM CST,PEK,04:37PM CST,Completed
B-659Z,19-Jan-2026,WUH,11:55AM CST,SHA,01:28PM CST,Completed
B-659Z,19-Jan-2026,SHA,09:13AM CST,WUH,11:05AM CST,Completed
B-65A0,19-Jan-2026,TFU,08:27PM CST,SHA,10:58PM CST,Completed
B-65A0,19-Jan-2026,SHA,03:31PM CST,TFU,07:07PM CST,Completed
B-65A0,19-Jan-2026,HKG,11:57AM HKT,SHA,02:14PM CST,Completed
B-65A0,19-Jan-2026,SHA,07:53AM CST,HKG,10:28AM HKT,Completed
B-65A0,19-Jan-2026,N/A,08:10AM CST,(?),(?),Completed
B-919Z,19-Jan-2026,CSX,08:57PM CST,PEK,10:56PM CST,Completed
B-919Z,19-Jan-2026,PEK,05:14PM CST,CSX,07:42PM CST,Completed
B-919Z,19-Jan-2026,HGH,12:55PM CST,PEK,03:14PM CST,Completed
B-919Z,19-Jan-2026,PEK,09:57AM CST,HGH,11:55AM CST,Completed
B-919J,19-Jan-2026,NGB,10:00PM CST,CAN,12:21AM CST (+1),Completed
B-919J,19-Jan-2026,CAN,07:10PM CST,NGB,09:07PM CST,Completed
B-919J,19-Jan-2026,HGH,01:24PM CST,CAN,03:44PM CST,Completed
B-657J,19-Jan-2026,NKG,01:29PM CST,CAN,03:56PM CST,Completed
B-657J,19-Jan-2026,CAN,10:16AM CST,NKG,12:34PM CST,Completed
B-657X,19-Jan-2026,CSX,06:01PM CST,CAN,07:30PM CST,Completed
B-657X,19-Jan-2026,CAN,02:43PM CST,CSX,03:53PM CST,Completed
B-658H,19-Jan-2026,SHA,08:21PM CST,PEK,10:29PM CST,Completed
B-658H,19-Jan-2026,PEK,04:46PM CST,SHA,06:39PM CST,Completed
B-658H,19-Jan-2026,WUH,01:00PM CST,PEK,03:05PM CST,Completed
B-658H,19-Jan-2026,PEK,10:00AM CST,WUH,12:09PM CST,Completed
B-658J,19-Jan-2026,CKG,09:22PM CST,PEK,11:28PM CST,Completed
B-658J,19-Jan-2026,PEK,05:24PM CST,CKG,08:06PM CST,Completed
B-658J,19-Jan-2026,CKG,01:22PM CST,PEK,03:51PM CST,Completed
B-658J,19-Jan-2026,PEK,09:35AM CST,CKG,12:09PM CST,Completed
B-658R,19-Jan-2026,XIY,09:22PM CST,PEK,11:16PM CST,Completed
B-658R,19-Jan-2026,PEK,04:50PM CST,XIY,06:56PM CST,Completed
B-658R,19-Jan-2026,XIY,01:04PM CST,PEK,02:49PM CST,Completed
B-658R,19-Jan-2026,PEK,08:26AM CST,XIY,10:32AM CST,Completed
B-658N,19-Jan-2026,PKX,07:26PM CST,CAN,11:03PM CST,Completed
B-658N,19-Jan-2026,CSX,03:03PM CST,PKX,05:12PM CST,Completed
B-658N,19-Jan-2026,PKX,11:09AM CST,CSX,01:54PM CST,Completed
B-658N,19-Jan-2026,CSX,07:21AM CST,PKX,09:23AM CST,Completed
B-658P,19-Jan-2026,HGH,07:24PM CST,CAN,10:01PM CST,Completed
B-658P,19-Jan-2026,CAN,04:09PM CST,HGH,05:53PM CST,Completed
B-658P,19-Jan-2026,NKG,11:32AM CST,CAN,01:53PM CST,Completed
B-658X,19-Jan-2026,SHA,09:42PM CST,CAN,12:04AM CST (+1),Completed
B-658X,19-Jan-2026,CAN,05:53PM CST,SHA,08:10PM CST,Completed
B-658X,19-Jan-2026,NGB,11:22AM CST,CAN,01:36PM CST,Completed
B-658X,19-Jan-2026,CAN,08:11AM CST,NGB,10:25AM CST,Completed
B-658W,19-Jan-2026,NGB,05:41PM CST,CAN,08:11PM CST,Completed
B-658W,19-Jan-2026,CAN,02:37PM CST,NGB,04:47PM CST,Completed
B-658W,19-Jan-2026,CSX,12:01PM CST,CAN,01:43PM CST,Completed
B-659J,19-Jan-2026,HGH,08:00PM CST,PEK,10:16PM CST,Completed
B-659J,19-Jan-2026,PEK,04:33PM CST,HGH,06:27PM CST,Completed
B-659K,19-Jan-2026,CKG,07:14PM CST,PEK,09:25PM CST,Completed
B-659K,19-Jan-2026,PEK,03:14PM CST,CKG,05:58PM CST,Completed
B-659K,19-Jan-2026,WUH,11:50AM CST,PEK,01:34PM CST,Completed
B-659K,19-Jan-2026,PEK,08:37AM CST,WUH,10:41AM CST,Completed
