registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,09-Jan-2026,SHA,08:20PM CST,XIY,11:09PM CST,Completed
B-919A,09-Jan-2026,XIY,04:50PM CST,SHA,07:01PM CST,Completed
B-919A,09-Jan-2026,SHA,12:18PM CST,XIY,03:10PM CST,Completed
B-919C,09-Jan-2026,TFU,07:22PM CST,SHA,09:39PM CST,Completed
B-919C,09-Jan-2026,SHA,02:43PM CST,TFU,06:13PM CST,Completed
B-919C,09-Jan-2026,XMN,10:39AM CST,SHA,12:27PM CST,Completed
B-919C,09-Jan-2026,SHA,07:53AM CST,XMN,09:47AM CST,Completed
B-919D,09-Jan-2026,XIY,06:55AM CST,CAN,09:52AM CST,Completed
B-919E,09-Jan-2026,PKX,07:05PM CST,SHA,09:07PM CST,Completed
B-919E,09-Jan-2026,XIY,04:05PM CST,PKX,06:12PM CST,Completed
B-919G,09-Jan-2026,XMN,06:01PM CST,SHA,07:51PM CST,Completed
B-919G,09-Jan-2026,SHA,02:54PM CST,XMN,04:43PM CST,Completed
B-919G,09-Jan-2026,XMN,11:52AM CST,SHA,01:42PM CST,Completed
B-919G,09-Jan-2026,SHA,09:02AM CST,XMN,10:51AM CST,Completed
B-919H,09-Jan-2026,XIY,08:54PM CST,SHA,11:11PM CST,Completed
B-919H,09-Jan-2026,SHA,05:04PM CST,XIY,07:57PM CST,Completed
B-919H,09-Jan-2026,TFU,12:25PM CST,SHA,02:54PM CST,Completed
B-919H,09-Jan-2026,SHA,07:41AM CST,TFU,11:07AM CST,Completed
B-657S,09-Jan-2026,CKG,09:33PM CST,SHA,11:42PM CST,Completed
B-657S,09-Jan-2026,SHA,05:20PM CST,CKG,08:29PM CST,Completed
B-657S,09-Jan-2026,XIY,12:55PM CST,SHA,02:58PM CST,Completed
B-657S,09-Jan-2026,SHA,09:15AM CST,XIY,11:58AM CST,Completed
B-657T,09-Jan-2026,CAN,09:24PM CST,SHA,11:43PM CST,Completed
B-657T,09-Jan-2026,SHA,05:30PM CST,CAN,08:04PM CST,Completed
B-658E,09-Jan-2026,TFU,08:22PM CST,SHA,10:43PM CST,Completed
B-658E,09-Jan-2026,SHA,03:32PM CST,TFU,07:18PM CST,Completed
B-658E,09-Jan-2026,HKG,11:54AM HKT,SHA,02:24PM CST,Completed
B-658E,09-Jan-2026,SHA,07:56AM CST,HKG,10:51AM HKT,Completed
B-658U,09-Jan-2026,SHA,08:18PM CST,TFU,11:53PM CST,Completed
B-658U,09-Jan-2026,TFU,04:50PM CST,SHA,07:12PM CST,Completed
B-658U,09-Jan-2026,SHA,12:17PM CST,TFU,03:46PM CST,Completed
B-658U,09-Jan-2026,TFU,08:54AM CST,SHA,11:11AM CST,Completed
B-658V,09-Jan-2026,PKX,07:49PM CST,XIY,09:58PM CST,Completed
B-658V,09-Jan-2026,SHA,03:24PM CST,PKX,05:33PM CST,Completed
