registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,07-Mar-2026,PEK,06:15PM CST,SHA,08:12PM CST,Completed
B-919A,07-Mar-2026,SHA,02:25PM CST,PEK,04:56PM CST,Completed
B-919A,07-Mar-2026,WUH,11:50AM CST,SHA,01:26PM CST,Completed
B-919A,07-Mar-2026,SHA,09:09AM CST,WUH,10:56AM CST,Completed
B-919C,07-Mar-2026,CKG,07:50PM CST,SHA,10:10PM CST,Completed
B-919C,07-Mar-2026,SHA,03:27PM CST,CKG,06:27PM CST,Completed
B-919C,07-Mar-2026,HKG,11:52AM HKT,SHA,02:01PM CST,Completed
B-919C,07-Mar-2026,SHA,07:58AM CST,HKG,10:45AM HKT,Completed
B-919D,07-Mar-2026,ZUH,08:23PM CST,SHA,10:36PM CST,Completed
B-919D,07-Mar-2026,N/A,05:02PM CST,N/A,07:10PM CST,Completed
B-919D,07-Mar-2026,XIY,12:59PM CST,SHA,03:19PM CST,Completed
B-919D,07-Mar-2026,SHA,09:26AM CST,XIY,12:05PM CST,Completed
B-919E,07-Mar-2026,TFU,04:53PM CST,SHA,07:23PM CST,Completed
B-919E,07-Mar-2026,SHA,12:24PM CST,TFU,03:39PM CST,Completed
B-919E,07-Mar-2026,TFU,08:51AM CST,SHA,11:30AM CST,Completed
B-919F,07-Mar-2026,SHA,07:45PM CST,XIY,10:22PM CST,Completed
B-919F,07-Mar-2026,N/A,06:06PM CST,(?),06:06PM CST (?),Completed
B-919F,07-Mar-2026,PVG,11:41AM CST,XIY,02:43PM CST,Completed
B-919F,07-Mar-2026,XIY,08:06AM CST,PVG,10:23AM CST,Completed
B-919G,07-Mar-2026,XMN,07:30PM CST,TFU,10:30PM CST,Completed
B-919G,07-Mar-2026,TFU,03:55PM CST,XMN,06:36PM CST,Completed
B-919G,07-Mar-2026,XMN,11:47AM CST,TFU,03:02PM CST,Completed
B-919G,07-Mar-2026,TFU,08:08AM CST,XMN,10:52AM CST,Completed
B-657S,07-Mar-2026,CKG,05:36PM CST,SHA,07:53PM CST,Completed
B-657S,07-Mar-2026,SHA,12:48PM CST,CKG,03:52PM CST,Completed
B-657S,07-Mar-2026,WUH,10:16AM CST,SHA,11:50AM CST,Completed
B-657S,07-Mar-2026,SHA,07:29AM CST,WUH,09:25AM CST,Completed
B-657T,07-Mar-2026,PEK,09:41PM CST,SHA,12:05AM CST (+1),Completed
B-657T,07-Mar-2026,SHA,04:53PM CST,PEK,07:16PM CST,Completed
B-657T,07-Mar-2026,ZUH,12:06PM CST,SHA,02:34PM CST,Completed
B-657T,07-Mar-2026,SHA,08:31AM CST,ZUH,11:04AM CST,Completed
B-658E,07-Mar-2026,XIY,07:26PM CST,SHA,09:45PM CST,Completed
B-658E,07-Mar-2026,SHA,03:19PM CST,XIY,05:56PM CST,Completed
B-658U,07-Mar-2026,PKX,07:14PM CST,SHA,09:13PM CST,Completed
B-658U,07-Mar-2026,SHA,03:28PM CST,PKX,05:45PM CST,Completed
B-658U,07-Mar-2026,XIY,11:54AM CST,SHA,02:25PM CST,Completed
B-658U,07-Mar-2026,SHA,08:17AM CST,XIY,10:58AM CST,Completed
B-658V,07-Mar-2026,SHA,08:24PM CST,XIY,10:56PM CST,Completed
B-658V,07-Mar-2026,XIY,04:55PM CST,SHA,07:13PM CST,Completed
B-658V,07-Mar-2026,SHA,12:37PM CST,XIY,03:15PM CST,Completed
B-658V,07-Mar-2026,XIY,09:00AM CST,SHA,11:38AM CST,Completed
B-659Z,07-Mar-2026,CAN,09:20PM CST,SHA,11:30PM CST,Completed
B-659Z,07-Mar-2026,SHA,05:27PM CST,CAN,07:42PM CST,Completed
B-659Z,07-Mar-2026,CKG,02:14PM CST,SHA,04:35PM CST,Completed
B-659Z,07-Mar-2026,SHA,09:47AM CST,CKG,12:55PM CST,Completed
B-659Z,07-Mar-2026,XIY,06:29AM CST,SHA,08:52AM CST,Completed
B-65A0,07-Mar-2026,PEK,06:51PM CST,SHA,08:54PM CST,Completed
B-65A0,07-Mar-2026,SHA,02:55PM CST,PEK,05:35PM CST,Completed
B-65A0,07-Mar-2026,XMN,11:58AM CST,SHA,01:50PM CST,Completed
B-65A0,07-Mar-2026,SHA,08:59AM CST,XMN,10:58AM CST,Completed
B-919Z,07-Mar-2026,HGH,07:57PM CST,PEK,10:07PM CST,Completed
B-919Z,07-Mar-2026,PEK,04:46PM CST,HGH,06:33PM CST,Completed
B-919Z,07-Mar-2026,HGH,12:56PM CST,PEK,03:18PM CST,Completed
B-919Z,07-Mar-2026,PEK,09:41AM CST,HGH,11:23AM CST,Completed
B-919J,07-Mar-2026,WUH,07:51PM CST,CAN,09:52PM CST,Completed
B-919J,07-Mar-2026,CAN,05:08PM CST,WUH,06:46PM CST,Completed
B-919J,07-Mar-2026,NKG,01:22PM CST,CAN,03:42PM CST,Completed
B-919J,07-Mar-2026,CAN,10:15AM CST,NKG,12:30PM CST,Completed
B-657X,07-Mar-2026,NGB,05:38PM CST,CAN,07:58PM CST,Completed
B-657X,07-Mar-2026,CAN,02:34PM CST,NGB,04:38PM CST,Completed
B-657X,07-Mar-2026,NGB,11:20AM CST,CAN,01:45PM CST,Completed
B-657X,07-Mar-2026,CAN,08:14AM CST,NGB,10:33AM CST,Completed
B-658H,07-Mar-2026,XIY,07:35PM CST,PEK,09:38PM CST,Completed
B-658H,07-Mar-2026,PEK,04:08PM CST,XIY,06:06PM CST,Completed
B-658H,07-Mar-2026,XIY,12:36PM CST,PEK,02:27PM CST,Completed
B-658H,07-Mar-2026,PEK,09:08AM CST,XIY,11:03AM CST,Completed
B-658J,07-Mar-2026,HGH,06:49PM CST,PEK,09:02PM CST,Completed
B-658J,07-Mar-2026,PEK,03:49PM CST,HGH,05:30PM CST,Completed
B-658J,07-Mar-2026,CTU,11:54AM CST,PEK,02:30PM CST,Completed
B-658J,07-Mar-2026,PEK,07:33AM CST,CTU,10:03AM CST,Completed
B-658Q,07-Mar-2026,XIY,06:26PM CST,PEK,08:11PM CST,Completed
B-658Q,07-Mar-2026,PEK,02:55PM CST,XIY,04:59PM CST,Completed
B-658Q,07-Mar-2026,XIY,11:10AM CST,PEK,01:09PM CST,Completed
B-658Q,07-Mar-2026,PEK,07:23AM CST,XIY,09:22AM CST,Completed
B-658R,07-Mar-2026,WUH,09:24PM CST,PEK,11:09PM CST,Completed
B-658R,07-Mar-2026,PEK,06:10PM CST,WUH,08:11PM CST,Completed
B-658R,07-Mar-2026,HKG,01:11PM HKT,PEK,04:41PM CST,Completed
B-658R,07-Mar-2026,PEK,08:28AM CST,HKG,11:37AM HKT,Completed
B-658N,07-Mar-2026,PKX,07:11PM CST,CSX,09:39PM CST,Completed
B-658N,07-Mar-2026,CSX,02:55PM CST,PKX,05:31PM CST,Completed
B-658N,07-Mar-2026,PKX,11:29AM CST,CSX,01:54PM CST,Completed
B-658N,07-Mar-2026,CSX,08:14AM CST,PKX,10:45AM CST,Completed
B-658P,07-Mar-2026,HGH,08:32PM CST,CAN,10:57PM CST,Completed
B-658P,07-Mar-2026,CAN,05:02PM CST,HGH,06:58PM CST,Completed
B-658P,07-Mar-2026,XIY,11:03AM CST,CAN,01:57PM CST,Completed
B-658P,07-Mar-2026,CAN,07:15AM CST,XIY,09:47AM CST,Completed
B-658X,07-Mar-2026,XIY,08:54PM CST,CAN,11:46PM CST,Completed
B-658X,07-Mar-2026,CAN,05:11PM CST,XIY,08:00PM CST,Completed
B-658X,07-Mar-2026,WUH,01:52PM CST,CAN,03:58PM CST,Completed
B-658X,07-Mar-2026,CAN,10:49AM CST,WUH,12:30PM CST,Completed
B-658X,07-Mar-2026,CSX,08:09AM CST,CAN,09:53AM CST,Completed
B-658W,07-Mar-2026,NKG,07:03PM CST,CAN,09:31PM CST,Completed
B-658W,07-Mar-2026,CAN,03:43PM CST,NKG,05:51PM CST,Completed
B-658W,07-Mar-2026,NKG,11:27AM CST,CAN,01:38PM CST,Completed
B-658W,07-Mar-2026,CAN,08:16AM CST,NKG,10:31AM CST,Completed
B-658Y,07-Mar-2026,PVG,09:52PM CST,CSX,11:51PM CST,Completed
B-658Y,07-Mar-2026,CSX,06:28PM CST,PVG,08:06PM CST,Completed
B-658Y,07-Mar-2026,CSX,11:59AM CST,CAN,01:45PM CST,Completed
B-659K,07-Mar-2026,CKG,07:21PM CST,PEK,09:32PM CST,Completed
B-659K,07-Mar-2026,PEK,03:17PM CST,CKG,05:54PM CST,Completed
B-659K,07-Mar-2026,CKG,11:38AM CST,PEK,01:49PM CST,Completed
B-659K,07-Mar-2026,PEK,06:59AM CST,CKG,09:33AM CST,Completed
