registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,03-Feb-2026,XIY,08:52PM CST,SHA,11:03PM CST,Completed
B-919A,03-Feb-2026,SHA,05:14PM CST,N/A,05:16PM CST,Completed
B-919A,03-Feb-2026,N/A,01:41PM CST,N/A,01:41PM CST,Completed
B-919A,03-Feb-2026,XMN,12:00PM CST,SHA,01:55PM CST,Completed
B-919A,03-Feb-2026,SHA,09:08AM CST,XMN,11:03AM CST,Completed
B-919C,03-Feb-2026,PKX,07:49PM CST,XIY,09:55PM CST,Completed
B-919C,03-Feb-2026,XIY,03:52PM CST,PKX,05:56PM CST,Completed
B-919C,03-Feb-2026,XIY,06:55AM CST,CAN,10:17AM CST,Completed
B-919D,03-Feb-2026,SHA,07:51PM CST,XIY,10:39PM CST,Completed
B-919D,03-Feb-2026,XIY,04:07PM CST,SHA,06:25PM CST,Completed
B-919D,03-Feb-2026,PVG,12:04PM CST,XIY,03:10PM CST,Completed
B-919D,03-Feb-2026,XIY,07:55AM CST,PVG,10:17AM CST,Completed
B-919F,03-Feb-2026,SHA,03:42PM CST,N/A,03:44PM CST,Completed
B-919F,03-Feb-2026,SHA,03:24PM CST,PKX,05:38PM CST,Completed
B-919F,03-Feb-2026,N/A,01:52PM CST,N/A,01:53PM CST,Completed
B-919F,03-Feb-2026,SHA,08:12AM CST,XIY,11:04AM CST,Completed
B-657T,03-Feb-2026,TFU,07:33PM CST,SHA,10:09PM CST,Completed
B-657T,03-Feb-2026,SHA,02:29PM CST,TFU,05:59PM CST,Completed
B-657T,03-Feb-2026,XMN,11:06AM CST,SHA,01:04PM CST,Completed
B-657T,03-Feb-2026,N/A,08:28AM CST,N/A,09:00AM CST,Completed
B-657T,03-Feb-2026,SHA,08:01AM CST,XMN,09:55AM CST,Completed
B-658E,03-Feb-2026,CKG,09:27PM CST,SHA,11:27PM CST,Completed
B-658E,03-Feb-2026,SHA,05:15PM CST,CKG,08:26PM CST,Completed
B-658E,03-Feb-2026,CKG,01:40PM CST,SHA,03:52PM CST,Completed
B-658E,03-Feb-2026,SHA,09:39AM CST,CKG,12:51PM CST,Completed
B-658U,03-Feb-2026,SHA,08:27PM CST,TFU,12:09AM CST (+1),Completed
B-658U,03-Feb-2026,SHA,12:26PM CST,TFU,03:56PM CST,Completed
B-658U,03-Feb-2026,TFU,08:55AM CST,SHA,11:19AM CST,Completed
B-658V,03-Feb-2026,N/A,03:47PM CST,N/A,03:49PM CST,Completed
B-658V,03-Feb-2026,HKG,11:51AM HKT,SHA,02:12PM CST,Completed
B-658V,03-Feb-2026,SHA,07:47AM CST,HKG,10:32AM HKT,Completed
B-659Z,03-Feb-2026,SHA,07:40AM CST,N/A,07:43AM CST,Completed
B-65A0,03-Feb-2026,ZUH,08:32PM CST,SHA,10:47PM CST,Completed
B-65A0,03-Feb-2026,SHA,04:46PM CST,ZUH,07:32PM CST,Completed
B-65A0,03-Feb-2026,XIY,01:02PM CST,SHA,03:18PM CST,Completed
B-65A0,03-Feb-2026,SHA,09:16AM CST,XIY,12:12PM CST,Completed
B-919X,03-Feb-2026,CSX,09:36PM CST,PEK,11:33PM CST,Completed
B-919X,03-Feb-2026,PEK,05:47PM CST,CSX,08:11PM CST,Completed
B-919X,03-Feb-2026,CKG,01:21PM CST,PEK,03:22PM CST,Completed
B-919X,03-Feb-2026,PEK,09:25AM CST,CKG,12:01PM CST,Completed
B-919Y,03-Feb-2026,WUH,09:26PM CST,PEK,11:15PM CST,Completed
B-919Y,03-Feb-2026,PEK,06:20PM CST,WUH,08:18PM CST,Completed
B-919Y,03-Feb-2026,HKG,01:10PM HKT,PEK,04:12PM CST,Completed
B-919Y,03-Feb-2026,PEK,08:25AM CST,HKG,12:04PM HKT,Completed
B-919Z,03-Feb-2026,CSX,10:18PM CST,PEK,12:21AM CST (+1),Completed
B-919Z,03-Feb-2026,PEK,06:24PM CST,CSX,08:39PM CST,Completed
B-919Z,03-Feb-2026,CSX,12:40PM CST,PEK,03:06PM CST,Completed
B-919Z,03-Feb-2026,PEK,08:34AM CST,CSX,10:56AM CST,Completed
B-919J,03-Feb-2026,NKG,07:10PM CST,CAN,09:45PM CST,Completed
B-919J,03-Feb-2026,CAN,03:40PM CST,NKG,05:50PM CST,Completed
B-919J,03-Feb-2026,NKG,11:33AM CST,CAN,02:05PM CST,Completed
B-919J,03-Feb-2026,N/A,08:47AM CST,N/A,08:48AM CST,Completed
B-657J,03-Feb-2026,NGB,05:38PM CST,CAN,08:09PM CST,Completed
B-657J,03-Feb-2026,CAN,02:37PM CST,NGB,04:49PM CST,Completed
B-657X,03-Feb-2026,HGH,08:26PM CST,CAN,10:59PM CST,Completed
B-657X,03-Feb-2026,CAN,05:07PM CST,HGH,07:06PM CST,Completed
B-657X,03-Feb-2026,WUH,02:00PM CST,CAN,04:04PM CST,Completed
B-657X,03-Feb-2026,CAN,11:04AM CST,WUH,12:52PM CST,Completed
B-658J,03-Feb-2026,CKG,07:19PM CST,PEK,09:19PM CST,Completed
B-658J,03-Feb-2026,PEK,03:36PM CST,CKG,06:09PM CST,Completed
B-658J,03-Feb-2026,WUH,11:42AM CST,PEK,01:44PM CST,Completed
B-658J,03-Feb-2026,PEK,08:02AM CST,WUH,10:09AM CST,Completed
B-658R,03-Feb-2026,XIY,07:37PM CST,PEK,09:31PM CST,Completed
B-658R,03-Feb-2026,PEK,04:01PM CST,XIY,06:06PM CST,Completed
B-658R,03-Feb-2026,CTU,11:51AM CST,PEK,01:58PM CST,Completed
B-658R,03-Feb-2026,PEK,07:39AM CST,CTU,10:12AM CST,Completed
B-658N,03-Feb-2026,PKX,09:24PM CST,CSX,11:48PM CST,Completed
B-658N,03-Feb-2026,CSX,05:25PM CST,PKX,08:04PM CST,Completed
B-658N,03-Feb-2026,PKX,01:07PM CST,CSX,03:31PM CST,Completed
B-658N,03-Feb-2026,CSX,09:23AM CST,PKX,11:46AM CST,Completed
B-658P,03-Feb-2026,WUH,07:49PM CST,CAN,09:41PM CST,Completed
B-658P,03-Feb-2026,HGH,01:20PM CST,CAN,03:47PM CST,Completed
B-658P,03-Feb-2026,CAN,10:04AM CST,HGH,11:55AM CST,Completed
B-658X,03-Feb-2026,PKX,07:25PM CST,CAN,11:05PM CST,Completed
B-658X,03-Feb-2026,CSX,02:56PM CST,PKX,05:24PM CST,Completed
B-658X,03-Feb-2026,PKX,11:07AM CST,CSX,01:34PM CST,Completed
B-658X,03-Feb-2026,CSX,07:22AM CST,PKX,09:44AM CST,Completed
B-658W,03-Feb-2026,PKX,07:11PM CST,CSX,09:46PM CST,Completed
B-658W,03-Feb-2026,CAN,02:58PM CST,PKX,06:15PM CST,Completed
B-658W,03-Feb-2026,NGB,11:12AM CST,CAN,01:37PM CST,Completed
B-658W,03-Feb-2026,CAN,08:10AM CST,NGB,10:16AM CST,Completed
B-658Y,03-Feb-2026,PVG,09:56PM CST,CSX,12:04AM CST (+1),Completed
B-658Y,03-Feb-2026,CSX,06:30PM CST,PVG,08:08PM CST,Completed
B-659J,03-Feb-2026,CKG,08:06PM CST,PEK,10:08PM CST,Completed
B-659J,03-Feb-2026,PEK,04:20PM CST,CKG,06:56PM CST,Completed
B-659J,03-Feb-2026,XIY,12:46PM CST,PEK,02:29PM CST,Completed
B-659J,03-Feb-2026,PEK,08:43AM CST,XIY,10:35AM CST,Completed
B-659K,03-Feb-2026,HGH,08:08PM CST,PEK,10:29PM CST,Completed
B-659K,03-Feb-2026,PEK,04:37PM CST,HGH,06:30PM CST,Completed
B-659K,03-Feb-2026,CAN,11:55AM CST,PEK,02:41PM CST,Completed
B-659K,03-Feb-2026,PEK,07:15AM CST,CAN,10:23AM CST,Completed
