registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,15-Feb-2026,XMN,07:30PM CST,TFU,10:46PM CST,Completed
B-919A,15-Feb-2026,TFU,03:52PM CST,XMN,06:18PM CST,Completed
B-919A,15-Feb-2026,XMN,11:40AM CST,TFU,02:57PM CST,Completed
B-919A,15-Feb-2026,TFU,08:12AM CST,XMN,10:45AM CST,Completed
B-919C,15-Feb-2026,XIY,07:17PM CST,SHA,10:16PM CST,Completed
B-919C,15-Feb-2026,SHA,03:19PM CST,XIY,06:02PM CST,Completed
B-919C,15-Feb-2026,ZUH,12:04PM CST,SHA,02:15PM CST,Completed
B-919C,15-Feb-2026,SHA,08:27AM CST,ZUH,11:08AM CST,Completed
B-919D,15-Feb-2026,CKG,07:54PM CST,SHA,10:09PM CST,Completed
B-919D,15-Feb-2026,SHA,03:37PM CST,CKG,06:32PM CST,Completed
B-919D,15-Feb-2026,TYN,12:09PM CST,SHA,02:34PM CST,Completed
B-919D,15-Feb-2026,SHA,09:19AM CST,TYN,11:28AM CST,Completed
B-919E,15-Feb-2026,SHA,08:00PM CST,XIY,10:37PM CST,Completed
B-919E,15-Feb-2026,XIY,03:55PM CST,SHA,06:31PM CST,Completed
B-919H,15-Feb-2026,PEK,06:19PM CST,SHA,08:44PM CST,Completed
B-919H,15-Feb-2026,SHA,02:34PM CST,PEK,04:42PM CST,Completed
B-919H,15-Feb-2026,WUH,11:56AM CST,SHA,01:23PM CST,Completed
B-919H,15-Feb-2026,SHA,09:25AM CST,WUH,11:14AM CST,Completed
B-657S,15-Feb-2026,XIY,08:57PM CST,SHA,11:13PM CST,Completed
B-657S,15-Feb-2026,SHA,05:02PM CST,XIY,07:41PM CST,Completed
B-657S,15-Feb-2026,CKG,01:40PM CST,SHA,04:05PM CST,Completed
B-657S,15-Feb-2026,SHA,09:39AM CST,CKG,12:39PM CST,Completed
B-657T,15-Feb-2026,PKX,07:05PM CST,SHA,09:12PM CST,Completed
B-657T,15-Feb-2026,SHA,03:28PM CST,PKX,05:40PM CST,Completed
B-657T,15-Feb-2026,XIY,11:52AM CST,SHA,02:17PM CST,Completed
B-657T,15-Feb-2026,SHA,08:16AM CST,XIY,10:58AM CST,Completed
