registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,02-Mar-2026,CAN,09:29PM CST,SHA,11:34PM CST,Completed
B-919A,02-Mar-2026,SHA,05:23PM CST,CAN,07:57PM CST,Completed
B-919A,02-Mar-2026,CKG,01:40PM CST,SHA,03:49PM CST,Completed
B-919A,02-Mar-2026,SHA,09:34AM CST,CKG,12:33PM CST,Completed
B-919A,02-Mar-2026,XIY,06:23AM CST,SHA,08:42AM CST,Completed
B-919C,02-Mar-2026,ZUH,09:06PM CST,SHA,11:23PM CST,Completed
B-919C,02-Mar-2026,SHA,04:40PM CST,ZUH,07:16PM CST,Completed
B-919C,02-Mar-2026,XIY,12:50PM CST,SHA,03:16PM CST,Completed
B-919C,02-Mar-2026,SHA,09:19AM CST,XIY,12:06PM CST,Completed
B-919D,02-Mar-2026,XIY,07:17PM CST,SHA,09:55PM CST,Completed
B-919D,02-Mar-2026,SHA,03:17PM CST,XIY,06:07PM CST,Completed
B-919D,02-Mar-2026,ZUH,11:52AM CST,SHA,02:04PM CST,Completed
B-919D,02-Mar-2026,SHA,08:21AM CST,ZUH,11:02AM CST,Completed
B-919E,02-Mar-2026,XMN,07:39PM CST,TFU,10:46PM CST,Completed
B-919E,02-Mar-2026,TFU,03:58PM CST,XMN,06:35PM CST,Completed
B-919E,02-Mar-2026,XMN,11:56AM CST,TFU,03:04PM CST,Completed
B-919E,02-Mar-2026,TFU,08:10AM CST,XMN,11:07AM CST,Completed
B-919F,02-Mar-2026,SHA,08:31PM CST,XIY,11:01PM CST,Completed
B-919F,02-Mar-2026,XIY,04:47PM CST,SHA,07:18PM CST,Completed
B-919F,02-Mar-2026,N/A,12:35PM CST,N/A,12:43PM CST,Completed
B-919F,02-Mar-2026,XIY,08:53AM CST,SHA,11:14AM CST,Completed
B-919G,02-Mar-2026,XIY,08:47PM CST,SHA,11:07PM CST,Completed
B-919G,02-Mar-2026,SHA,04:48PM CST,XIY,07:28PM CST,Completed
B-919G,02-Mar-2026,TYN,12:11PM CST,SHA,02:22PM CST,Completed
B-919G,02-Mar-2026,SHA,09:10AM CST,TYN,11:33AM CST,Completed
B-919H,02-Mar-2026,TFU,04:50PM CST,SHA,07:27PM CST,Completed
B-919H,02-Mar-2026,SHA,12:26PM CST,TFU,03:53PM CST,Completed
B-919H,02-Mar-2026,TFU,08:52AM CST,SHA,11:21AM CST,Completed
B-657S,02-Mar-2026,PKX,07:13PM CST,SHA,09:14PM CST,Completed
B-657S,02-Mar-2026,SHA,03:24PM CST,PKX,05:35PM CST,Completed
B-657S,02-Mar-2026,XIY,11:53AM CST,SHA,02:22PM CST,Completed
B-657S,02-Mar-2026,SHA,08:14AM CST,XIY,10:48AM CST,Completed
B-657T,02-Mar-2026,CKG,07:50PM CST,SHA,10:08PM CST,Completed
B-657T,02-Mar-2026,SHA,03:29PM CST,CKG,06:31PM CST,Completed
B-657T,02-Mar-2026,HKG,12:03PM HKT,SHA,02:15PM CST,Completed
B-657T,02-Mar-2026,SHA,08:02AM CST,HKG,10:47AM HKT,Completed
B-658E,02-Mar-2026,XMN,05:54PM CST,SHA,07:39PM CST,Completed
B-658E,02-Mar-2026,SHA,02:53PM CST,XMN,04:47PM CST,Completed
B-658E,02-Mar-2026,XMN,12:07PM CST,SHA,02:07PM CST,Completed
