registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919A,31-Jan-2026,TFU,07:24PM CST,SHA,09:53PM CST,Completed
B-919A,31-Jan-2026,XMN,10:41AM CST,SHA,12:21PM CST,Completed
B-919A,31-Jan-2026,SHA,07:47AM CST,XMN,09:34AM CST,Completed
B-919E,31-Jan-2026,PKX,07:15PM CST,SHA,09:20PM CST,Completed
B-919E,31-Jan-2026,SHA,03:26PM CST,PKX,05:32PM CST,Completed
B-919E,31-Jan-2026,XIY,11:53AM CST,SHA,02:27PM CST,Completed
B-919E,31-Jan-2026,SHA,08:10AM CST,XIY,10:49AM CST,Completed
B-919F,31-Jan-2026,PEK,06:19PM CST,SHA,08:29PM CST,Completed
B-919F,31-Jan-2026,SHA,02:34PM CST,PEK,04:55PM CST,Completed
B-919F,31-Jan-2026,SHA,09:28AM CST,WUH,11:32AM CST,Completed
B-657T,31-Jan-2026,TFU,08:20PM CST,SHA,10:53PM CST,Completed
B-657T,31-Jan-2026,SHA,03:29PM CST,TFU,06:48PM CST,Completed
B-657T,31-Jan-2026,HKG,11:51AM HKT,SHA,02:01PM CST,Completed
B-657T,31-Jan-2026,SHA,07:53AM CST,HKG,10:41AM HKT,Completed
B-658E,31-Jan-2026,CKG,09:27PM CST,SHA,11:38PM CST,Completed
B-658E,31-Jan-2026,SHA,05:23PM CST,CKG,08:27PM CST,Completed
B-658U,31-Jan-2026,XMN,07:34PM CST,TFU,10:54PM CST,Completed
B-658U,31-Jan-2026,TFU,03:59PM CST,XMN,06:34PM CST,Completed
B-658U,31-Jan-2026,XMN,11:47AM CST,TFU,03:08PM CST,Completed
B-658U,31-Jan-2026,TFU,08:07AM CST,XMN,10:50AM CST,Completed
B-658V,31-Jan-2026,XIY,12:54PM CST,SHA,03:17PM CST,Completed
B-658V,31-Jan-2026,SHA,09:15AM CST,XIY,11:56AM CST,Completed
B-65A0,31-Jan-2026,XIY,09:04PM CST,SHA,11:14PM CST,Completed
B-65A0,31-Jan-2026,SHA,05:08PM CST,XIY,08:11PM CST,Completed
B-65A0,31-Jan-2026,SHA,07:24AM CST,TFU,10:49AM CST,Completed
B-919X,31-Jan-2026,CKG,07:18PM CST,PEK,09:20PM CST,Completed
B-919X,31-Jan-2026,PEK,03:17PM CST,CKG,05:52PM CST,Completed
B-919X,31-Jan-2026,WUH,11:40AM CST,PEK,01:18PM CST,Completed
B-919X,31-Jan-2026,PEK,08:27AM CST,WUH,10:23AM CST,Completed
B-919Y,31-Jan-2026,XIY,06:24PM CST,PEK,08:30PM CST,Completed
B-919Y,31-Jan-2026,PEK,02:58PM CST,XIY,04:48PM CST,Completed
B-919Y,31-Jan-2026,XIY,11:14AM CST,PEK,01:22PM CST,Completed
B-919Y,31-Jan-2026,PEK,07:42AM CST,XIY,09:39AM CST,Completed
B-919Z,31-Jan-2026,HGH,07:55PM CST,PEK,10:20PM CST,Completed
B-919Z,31-Jan-2026,PEK,04:58PM CST,HGH,06:47PM CST,Completed
B-919Z,31-Jan-2026,WUH,01:15PM CST,PEK,03:00PM CST,Completed
B-919Z,31-Jan-2026,PEK,09:56AM CST,WUH,11:51AM CST,Completed
B-657J,31-Jan-2026,NGB,05:46PM CST,CAN,08:11PM CST,Completed
B-657J,31-Jan-2026,CAN,02:36PM CST,NGB,04:32PM CST,Completed
B-657J,31-Jan-2026,CSX,12:02PM CST,CAN,01:26PM CST,Completed
B-657X,31-Jan-2026,PKX,07:25PM CST,CAN,10:44PM CST,Completed
B-657X,31-Jan-2026,CAN,03:16PM CST,PKX,06:13PM CST,Completed
B-657X,31-Jan-2026,NKG,11:30AM CST,CAN,02:20PM CST,Completed
B-657X,31-Jan-2026,CAN,08:09AM CST,NKG,10:19AM CST,Completed
B-658J,31-Jan-2026,HGH,06:56PM CST,PEK,09:09PM CST,Completed
B-658J,31-Jan-2026,PEK,03:45PM CST,HGH,05:31PM CST,Completed
B-658J,31-Jan-2026,CKG,11:50AM CST,PEK,02:01PM CST,Completed
B-658J,31-Jan-2026,PEK,07:33AM CST,CKG,10:06AM CST,Completed
B-658R,31-Jan-2026,SHA,08:17PM CST,PEK,10:45PM CST,Completed
B-658R,31-Jan-2026,PEK,04:41PM CST,SHA,06:22PM CST,Completed
B-658R,31-Jan-2026,HGH,12:54PM CST,PEK,03:17PM CST,Completed
B-658R,31-Jan-2026,PEK,09:52AM CST,HGH,11:42AM CST,Completed
B-658P,31-Jan-2026,HGH,08:25PM CST,CAN,10:42PM CST,Completed
B-658P,31-Jan-2026,CAN,05:19PM CST,HGH,07:18PM CST,Completed
B-658P,31-Jan-2026,WUH,01:53PM CST,CAN,03:48PM CST,Completed
B-658P,31-Jan-2026,CAN,11:00AM CST,WUH,12:29PM CST,Completed
B-658X,31-Jan-2026,PVG,09:53PM CST,CSX,12:06AM CST (+1),Completed
B-658X,31-Jan-2026,CSX,06:25PM CST,PVG,08:13PM CST,Completed
B-658X,31-Jan-2026,NGB,11:11AM CST,CAN,01:43PM CST,Completed
B-658X,31-Jan-2026,CAN,08:21AM CST,NGB,10:21AM CST,Completed
B-658Y,31-Jan-2026,WUH,07:48PM CST,CAN,09:47PM CST,Completed
B-658Y,31-Jan-2026,CAN,04:57PM CST,WUH,06:32PM CST,Completed
B-658Y,31-Jan-2026,HGH,01:36PM CST,CAN,04:11PM CST,Completed
B-658Y,31-Jan-2026,CAN,10:34AM CST,HGH,12:34PM CST,Completed
B-658Y,31-Jan-2026,CSX,07:53AM CST,CAN,09:42AM CST,Completed
B-659J,31-Jan-2026,CSX,08:37PM CST,PEK,10:56PM CST,Completed
B-659J,31-Jan-2026,PEK,05:15PM CST,CSX,07:30PM CST,Completed
B-659J,31-Jan-2026,CKG,01:24PM CST,PEK,03:33PM CST,Completed
B-659J,31-Jan-2026,PEK,09:21AM CST,CKG,11:50AM CST,Completed
B-659K,31-Jan-2026,XIY,07:56PM CST,PEK,10:05PM CST,Completed
B-659K,31-Jan-2026,PEK,04:09PM CST,XIY,05:55PM CST,Completed
B-659K,31-Jan-2026,CTU,11:53AM CST,PEK,02:13PM CST,Completed
B-659K,31-Jan-2026,PEK,07:53AM CST,CTU,10:40AM CST,Completed
