registration,date,departure_airport,departure_time,arrival_airport,arrival_time,status
B-919C,20-Feb-2026,CKG,08:00PM CST,SHA,10:17PM CST,Completed
B-919C,20-Feb-2026,SHA,03:26PM CST,CKG,06:17PM CST,Completed
B-919C,20-Feb-2026,TYN,12:08PM CST,SHA,02:20PM CST,Completed
B-919C,20-Feb-2026,SHA,09:06AM CST,TYN,11:31AM CST,Completed
B-919D,20-Feb-2026,SHA,08:39PM CST,TFU,11:39PM CST,Completed
B-919D,20-Feb-2026,TFU,04:58PM CST,SHA,07:41PM CST,Completed
B-919D,20-Feb-2026,SHA,12:28PM CST,TFU,03:41PM CST,Completed
B-919D,20-Feb-2026,TFU,08:55AM CST,SHA,11:24AM CST,Completed
B-919F,20-Feb-2026,XIY,09:07PM CST,SHA,11:13PM CST,Completed
B-919F,20-Feb-2026,SHA,05:36PM CST,XIY,08:25PM CST,Completed
B-919F,20-Feb-2026,N/A,03:59PM CST,N/A,04:00PM CST,Completed
B-919F,20-Feb-2026,SHA,09:37AM CST,CKG,12:31PM CST,Completed
B-919H,20-Feb-2026,PEK,06:22PM CST,SHA,08:28PM CST,Completed
B-919H,20-Feb-2026,SHA,02:32PM CST,PEK,04:52PM CST,Completed
B-919H,20-Feb-2026,WUH,11:54AM CST,SHA,01:31PM CST,Completed
B-919H,20-Feb-2026,SHA,09:16AM CST,WUH,11:12AM CST,Completed
B-657S,20-Feb-2026,ZUH,08:21PM CST,SHA,10:39PM CST,Completed
B-657S,20-Feb-2026,SHA,04:39PM CST,ZUH,07:11PM CST,Completed
B-657S,20-Feb-2026,XIY,12:52PM CST,SHA,03:12PM CST,Completed
B-657S,20-Feb-2026,SHA,09:15AM CST,XIY,11:58AM CST,Completed
B-657T,20-Feb-2026,XIY,07:24PM CST,SHA,09:41PM CST,Completed
B-657T,20-Feb-2026,SHA,03:18PM CST,XIY,05:56PM CST,Completed
B-657T,20-Feb-2026,ZUH,12:04PM CST,SHA,02:15PM CST,Completed
B-657T,20-Feb-2026,SHA,08:24AM CST,ZUH,11:17AM CST,Completed
B-658E,20-Feb-2026,XMN,05:50PM CST,SHA,07:35PM CST,Completed
B-658E,20-Feb-2026,SHA,02:52PM CST,XMN,04:37PM CST,Completed
B-658E,20-Feb-2026,XMN,12:00PM CST,SHA,01:48PM CST,Completed
B-658E,20-Feb-2026,SHA,09:00AM CST,XMN,10:54AM CST,Completed
B-658U,20-Feb-2026,TFU,07:21PM CST,SHA,09:50PM CST,Completed
B-658U,20-Feb-2026,SHA,02:25PM CST,TFU,05:36PM CST,Completed
B-658U,20-Feb-2026,XMN,10:42AM CST,SHA,12:36PM CST,Completed
B-658U,20-Feb-2026,SHA,07:58AM CST,XMN,09:52AM CST,Completed
B-658V,20-Feb-2026,XMN,07:35PM CST,TFU,10:52PM CST,Completed
B-658V,20-Feb-2026,TFU,03:50PM CST,XMN,06:10PM CST,Completed
B-658V,20-Feb-2026,XMN,11:44AM CST,TFU,02:55PM CST,Completed
B-658V,20-Feb-2026,TFU,08:15AM CST,XMN,10:47AM CST,Completed
B-659Z,20-Feb-2026,PKX,07:04PM CST,SHA,08:54PM CST,Completed
B-659Z,20-Feb-2026,SHA,03:40PM CST,PKX,05:46PM CST,Completed
B-659Z,20-Feb-2026,XIY,11:49AM CST,SHA,02:12PM CST,Completed
B-659Z,20-Feb-2026,SHA,08:14AM CST,XIY,10:57AM CST,Completed
B-65A0,20-Feb-2026,PKX,07:50PM CST,XIY,09:50PM CST,Completed
B-65A0,20-Feb-2026,XIY,03:51PM CST,PKX,05:58PM CST,Completed
B-65A0,20-Feb-2026,PVG,11:49AM CST,XIY,02:23PM CST,Completed
B-65A0,20-Feb-2026,XIY,07:53AM CST,PVG,10:21AM CST,Completed
B-919X,20-Feb-2026,CKG,07:21PM CST,PEK,09:35PM CST,Completed
B-919X,20-Feb-2026,PEK,03:43PM CST,CKG,06:05PM CST,Completed
B-919X,20-Feb-2026,HGH,11:59AM CST,PEK,02:16PM CST,Completed
B-919X,20-Feb-2026,PEK,08:41AM CST,HGH,10:31AM CST,Completed
B-919Y,20-Feb-2026,CSX,08:39PM CST,PEK,10:40PM CST,Completed
B-919Y,20-Feb-2026,PEK,05:06PM CST,CSX,07:20PM CST,Completed
B-919Y,20-Feb-2026,HGH,12:53PM CST,PEK,03:18PM CST,Completed
B-919Y,20-Feb-2026,PEK,09:43AM CST,HGH,11:28AM CST,Completed
B-919Z,20-Feb-2026,SHA,06:20PM CST,PEK,08:40PM CST,Completed
B-919Z,20-Feb-2026,PEK,02:55PM CST,SHA,04:53PM CST,Completed
B-919Z,20-Feb-2026,XIY,11:11AM CST,PEK,01:10PM CST,Completed
B-919Z,20-Feb-2026,PEK,07:04AM CST,XIY,08:52AM CST,Completed
B-919J,20-Feb-2026,NKG,07:24PM CST,CAN,09:45PM CST,Completed
B-919J,20-Feb-2026,N/A,04:09PM CST,N/A,04:10PM CST,Completed
B-919J,20-Feb-2026,NKG,11:37AM CST,CAN,01:47PM CST,Completed
B-919J,20-Feb-2026,N/A,08:49AM CST,N/A,08:51AM CST,Completed
B-657J,20-Feb-2026,XIY,05:59PM CST,CAN,08:42PM CST,Completed
B-657J,20-Feb-2026,CAN,01:54PM CST,XIY,04:36PM CST,Completed
B-657X,20-Feb-2026,HGH,08:31PM CST,CAN,10:48PM CST,Completed
B-657X,20-Feb-2026,CAN,05:04PM CST,HGH,07:06PM CST,Completed
B-657X,20-Feb-2026,WUH,02:05PM CST,CAN,03:46PM CST,Completed
B-657X,20-Feb-2026,CAN,10:51AM CST,WUH,12:35PM CST,Completed
B-657X,20-Feb-2026,CSX,07:58AM CST,CAN,09:36AM CST,Completed
B-658H,20-Feb-2026,CKG,08:05PM CST,PEK,10:22PM CST,Completed
B-658H,20-Feb-2026,PEK,04:34PM CST,CKG,07:02PM CST,Completed
B-658H,20-Feb-2026,CSX,12:56PM CST,PEK,03:02PM CST,Completed
B-658H,20-Feb-2026,PEK,08:34AM CST,CSX,10:49AM CST,Completed
B-658J,20-Feb-2026,XIY,06:23PM CST,PEK,08:20PM CST,Completed
B-658J,20-Feb-2026,PEK,02:55PM CST,XIY,04:41PM CST,Completed
B-658J,20-Feb-2026,WUH,11:45AM CST,PEK,01:29PM CST,Completed
B-658J,20-Feb-2026,PEK,08:05AM CST,WUH,09:51AM CST,Completed
B-658Q,20-Feb-2026,CSX,10:20PM CST,PEK,12:27AM CST (+1),Completed
B-658Q,20-Feb-2026,PEK,06:38PM CST,CSX,08:42PM CST,Completed
B-658Q,20-Feb-2026,CKG,01:20PM CST,PEK,03:47PM CST,Completed
B-658Q,20-Feb-2026,PEK,08:58AM CST,CKG,11:19AM CST,Completed
B-658R,20-Feb-2026,SHA,08:25PM CST,PEK,10:46PM CST,Completed
B-658R,20-Feb-2026,PEK,04:57PM CST,SHA,06:53PM CST,Completed
B-658R,20-Feb-2026,WUH,01:16PM CST,PEK,03:06PM CST,Completed
B-658R,20-Feb-2026,PEK,09:33AM CST,WUH,11:29AM CST,Completed
